ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,17.00,25.00,0.00,21.71
2016 Primary,18.99,30.25,0.00,25.64
2016 Primary Runoff,0.00,0.14,0.00,0.08
2016 General,40.64,55.45,0.00,49.47
2018 Primary,18.83,22.74,0.00,21.17
2018 Primary Runoff,17.26,23.80,0.00,21.17
2018 General,36.32,50.22,0.00,44.65
