ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,33.28,33.50,0.00,33.40
2016 Primary,32.89,34.47,100.0,33.77
2016 Primary Runoff,0.18,0.06,0.00,0.12
2016 General,57.73,60.77,50.00,59.39
2018 Primary,27.15,28.16,0.00,27.69
2018 Primary Runoff,24.87,26.03,0.00,25.49
2018 General,54.13,57.08,100.0,55.74
