ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,51.36,49.70,0.00,50.49
2016 Primary,28.41,25.75,0.00,27.02
2016 Primary Runoff,8.76,7.94,0.00,8.33
2016 General,76.67,78.69,0.00,77.74
2018 Primary,30.41,29.58,0.00,29.98
2018 Primary Runoff,26.40,24.32,0.00,25.31
2018 General,68.28,70.21,0.00,69.29
