COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,1242.0,927.0,748.0,837.0,834.0,935.0,946.0,983.0,999.0,2602.0,11053.0
ATKINSON,521.0,410.0,327.0,328.0,327.0,352.0,389.0,399.0,358.0,974.0,4385.0
BACON,667.0,483.0,470.0,484.0,571.0,556.0,513.0,524.0,556.0,1420.0,6244.0
BAKER,212.0,170.0,158.0,160.0,145.0,169.0,197.0,230.0,201.0,566.0,2208.0
BALDWIN,2590.0,2207.0,1925.0,1910.0,1658.0,1820.0,2038.0,2280.0,2144.0,5509.0,24081.0
BANKS,1148.0,883.0,825.0,841.0,901.0,1014.0,1062.0,967.0,921.0,2339.0,10901.0
BARROW,5481.0,4705.0,4578.0,4722.0,4120.0,4392.0,4214.0,4047.0,3486.0,8174.0,47919.0
BARTOW,7579.0,6406.0,5674.0,5516.0,5313.0,6291.0,6375.0,6197.0,5326.0,11973.0,66650.0
BEN HILL,998.0,813.0,755.0,749.0,656.0,748.0,760.0,841.0,868.0,2303.0,9491.0
BERRIEN,1069.0,931.0,846.0,828.0,816.0,951.0,899.0,994.0,868.0,2439.0,10641.0
BIBB,12110.0,10784.0,9249.0,8544.0,7631.0,7942.0,8280.0,8965.0,8417.0,21151.0,103073.0
BLECKLEY,748.0,568.0,518.0,528.0,515.0,586.0,632.0,675.0,567.0,1695.0,7032.0
BRANTLEY,1066.0,916.0,763.0,790.0,823.0,960.0,947.0,987.0,858.0,2182.0,10292.0
BROOKS,982.0,900.0,838.0,746.0,692.0,804.0,874.0,993.0,934.0,2609.0,10372.0
BRYAN,3071.0,2244.0,2516.0,2691.0,2708.0,2909.0,2504.0,2364.0,1977.0,4007.0,26991.0
BULLOCH,7331.0,5083.0,3934.0,3449.0,2992.0,3252.0,3076.0,3155.0,2887.0,7281.0,42440.0
BURKE,1538.0,1363.0,1177.0,1190.0,1114.0,1272.0,1305.0,1470.0,1377.0,3040.0,14846.0
BUTTS,1642.0,1383.0,1204.0,1243.0,1148.0,1311.0,1415.0,1473.0,1265.0,3202.0,15286.0
CALHOUN,293.0,248.0,195.0,222.0,241.0,244.0,258.0,281.0,307.0,781.0,3070.0
CAMDEN,3704.0,3691.0,3238.0,2869.0,2469.0,2882.0,3086.0,3300.0,2833.0,6746.0,34818.0
CANDLER,603.0,486.0,415.0,401.0,441.0,479.0,476.0,512.0,484.0,1415.0,5712.0
CARROLL,9651.0,7743.0,6603.0,6258.0,5915.0,6727.0,6485.0,6215.0,5507.0,13784.0,74888.0
CATOOSA,4373.0,3534.0,3255.0,3512.0,3542.0,4010.0,3753.0,3683.0,3365.0,9641.0,42668.0
CHARLTON,641.0,624.0,547.0,448.0,454.0,576.0,600.0,696.0,583.0,1434.0,6603.0
CHATHAM,22726.0,22154.0,20248.0,18026.0,14637.0,14992.0,14833.0,15942.0,14811.0,38664.0,197033.0
CHATTAHOOCHEE,557.0,635.0,492.0,410.0,345.0,285.0,297.0,222.0,224.0,381.0,3848.0
CHATTOOGA,1381.0,1025.0,932.0,1011.0,970.0,1186.0,1124.0,1215.0,1170.0,3237.0,13251.0
CHEROKEE,18465.0,13360.0,13291.0,14468.0,15426.0,17757.0,16372.0,15814.0,13409.0,32629.0,170991.0
CLARKE,12205.0,11128.0,8952.0,7284.0,5423.0,4911.0,4508.0,4589.0,4561.0,12348.0,75909.0
CLAY,122.0,147.0,134.0,153.0,120.0,124.0,149.0,144.0,171.0,607.0,1871.0
CLAYTON,25351.0,22073.0,18588.0,16651.0,15277.0,16544.0,15973.0,14930.0,12496.0,22873.0,180756.0
CLINCH,383.0,323.0,365.0,315.0,311.0,362.0,381.0,385.0,356.0,901.0,4082.0
