COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,6.36,6.26,13.50,12.19,16.79,20.96,19.98,28.08,32.63,38.43,22.32
ATKINSON,6.14,4.15,5.20,8.84,9.48,15.62,16.45,21.05,31.01,31.31,16.99
BACON,2.25,3.11,7.02,7.02,8.76,15.65,15.20,16.41,23.02,31.48,15.58
BAKER,2.36,2.94,6.33,8.75,11.03,14.20,14.21,17.83,33.83,33.04,18.03
BALDWIN,5.10,4.53,8.99,10.89,12.85,15.33,21.05,26.05,33.86,38.30,20.61
BANKS,7.58,8.27,11.03,14.27,20.31,23.08,24.39,28.85,32.25,43.78,24.28
BARROW,3.61,3.95,5.29,7.43,10.53,11.63,14.26,16.88,22.35,30.83,13.57
BARTOW,3.63,2.79,4.48,7.25,8.32,10.68,13.99,17.07,20.73,27.95,12.94
BEN HILL,3.71,4.06,6.09,7.61,10.06,15.11,15.53,20.69,26.15,29.87,16.43
BERRIEN,6.27,5.26,8.75,12.68,15.44,16.72,18.24,23.94,27.88,35.55,19.65
BIBB,6.04,5.50,8.93,13.32,16.08,18.87,22.45,27.73,34.05,39.05,20.84
BLECKLEY,8.82,7.75,16.41,19.32,20.39,24.40,29.11,33.93,43.56,42.83,27.46
BRANTLEY,3.56,4.26,8.39,9.75,11.30,14.27,17.21,17.12,23.43,28.96,15.67
BROOKS,3.16,5.00,10.74,11.39,11.42,14.05,15.79,23.36,27.41,30.51,17.98
BRYAN,3.87,3.21,4.85,6.43,7.20,11.48,15.58,17.72,22.46,27.70,12.52
BULLOCH,4.12,4.90,10.12,15.83,17.08,16.76,22.40,25.48,31.87,36.70,17.99
BURKE,3.32,3.60,5.10,8.82,10.14,12.58,14.94,18.16,25.20,31.61,15.55
BUTTS,4.08,3.25,4.98,7.56,8.71,12.89,15.55,19.28,26.56,34.42,16.20
CALHOUN,4.78,8.47,7.18,9.91,11.62,15.57,17.83,28.47,26.06,35.08,20.10
CAMDEN,4.32,3.60,5.59,7.84,11.75,12.98,16.49,19.24,21.96,29.22,14.65
CANDLER,3.65,2.88,6.99,11.97,10.20,14.41,19.54,22.85,22.31,31.59,17.37
CARROLL,4.92,5.64,7.68,10.87,13.80,16.17,18.69,22.06,27.91,35.87,17.45
CATOOSA,3.50,2.86,4.09,6.32,8.07,10.05,12.15,13.52,18.31,22.46,11.80
CHARLTON,6.55,4.33,7.13,8.04,8.59,13.54,13.17,19.25,20.93,27.75,15.05
CHATHAM,3.74,4.41,6.84,9.38,12.17,14.78,16.94,21.12,26.03,32.83,15.90
CHATTAHOOCHEE,0.72,0.94,0.41,2.20,3.48,5.96,6.73,9.01,9.38,18.11,4.68
CHATTOOGA,3.33,3.12,7.40,9.69,10.93,16.27,14.50,18.93,27.01,28.70,16.47
CHEROKEE,5.36,4.59,6.79,9.00,10.66,12.69,15.56,19.29,24.08,31.16,15.61
CLARKE,9.43,10.30,14.51,20.48,24.16,28.75,28.24,30.31,39.16,45.83,23.61
CLAY,4.10,4.76,8.21,19.61,12.50,26.61,22.82,36.11,46.20,43.66,28.38
CLAYTON,3.33,3.15,4.93,7.27,10.55,14.06,16.90,20.80,26.19,29.47,12.96
CLINCH,13.58,10.53,16.71,18.41,19.29,25.69,27.03,26.75,30.06,35.96,24.38
COBB,6.36,4.90,7.83,10.67,13.41,15.54,17.72,20.74,25.55,33.34,16.44
COFFEE,4.32,4.72,6.62,8.46,8.92,13.51,17.15,20.18,21.67,27.27,14.59
COLQUITT,4.95,5.41,9.41,13.90,14.93,17.92,20.30,22.92,30.30,34.41,19.70
COLUMBIA,6.38,5.17,7.63,11.25,14.73,17.87,22.82,28.30,33.48,40.15,20.18
COOK,3.59,4.66,5.97,6.44,11.94,12.14,16.63,20.75,22.21,31.61,15.67
COWETA,4.66,4.24,6.09,7.81,10.78,12.52,15.97,18.53,24.62,32.70,15.48
CRAWFORD,5.97,5.51,7.59,10.83,14.31,15.53,21.40,22.07,26.34,35.40,19.71
CRISP,4.99,4.62,7.30,10.27,13.63,17.03,18.62,23.01,29.26,32.87,18.48
DADE,5.33,5.98,13.66,15.90,21.11,27.32,25.00,29.35,37.83,38.01,23.09
DAWSON,4.42,5.04,6.10,8.56,11.23,12.42,16.14,19.06,26.03,35.61,18.42
DECATUR,3.10,3.17,6.01,6.90,9.14,11.57,13.24,16.30,20.09,22.95,12.82
DEKALB,6.84,6.74,10.16,13.52,16.82,19.52,23.15,26.96,32.67,37.37,19.47
DODGE,6.02,4.80,9.76,13.47,15.25,20.42,23.38,23.96,28.69,31.83,20.40
DOOLY,4.15,6.32,9.40,11.04,14.01,13.98,20.08,24.07,26.41,30.70,18.78
DOUGHERTY,3.69,3.84,6.14,9.64,13.81,16.50,19.97,23.65,31.31,36.33,17.71
DOUGLAS,4.81,3.85,6.38,8.94,12.17,14.61,17.47,19.24,24.44,30.45,14.85
EARLY,7.43,9.01,10.57,15.60,23.45,21.54,23.90,28.75,31.37,36.11,23.11
ECHOLS,10.30,12.15,14.44,19.12,16.37,22.15,24.10,34.94,26.06,37.07,23.06
EFFINGHAM,3.85,3.49,4.84,6.69,8.70,10.49,14.95,16.03,23.26,31.66,13.23
ELBERT,6.40,7.42,9.26,11.90,16.45,19.16,23.29,23.76,29.39,37.08,22.47
EMANUEL,6.24,6.57,10.99,15.40,16.87,20.21,21.85,29.40,33.52,39.32,22.64
EVANS,6.56,6.81,8.77,15.72,17.53,20.65,23.79,34.22,39.25,44.31,25.56
FANNIN,7.13,6.99,9.17,12.98,13.88,16.06,20.80,22.51,28.80,34.52,23.10
FAYETTE,7.76,4.95,7.65,10.49,13.35,16.85,20.23,24.16,30.80,38.44,20.91
FLOYD,5.52,4.05,7.23,10.04,12.74,13.80,16.82,20.84,27.45,33.06,17.80
FORSYTH,9.48,5.74,10.64,15.58,20.30,23.29,24.78,26.86,29.45,39.29,22.54
FRANKLIN,6.87,6.43,9.32,13.70,15.89,18.95,21.07,22.65,24.79,33.90,20.15
FULTON,5.60,5.98,9.03,11.84,14.52,16.91,18.86,21.77,27.29,35.52,16.74
GILMER,7.19,5.27,9.32,12.20,14.18,16.71,20.69,23.18,29.30,35.38,22.98
GLASCOCK,17.77,17.69,27.48,31.85,26.45,32.28,28.33,37.16,38.12,40.09,31.19
GLYNN,4.77,3.25,6.51,9.08,11.78,14.35,16.18,19.66,25.17,32.14,17.59
GORDON,4.74,3.50,6.24,8.55,12.06,13.30,16.29,19.01,20.51,28.25,14.90
GRADY,3.37,4.09,7.28,8.15,10.08,12.49,14.26,18.67,20.29,25.63,14.87
GREENE,4.82,5.24,4.14,5.68,6.55,12.72,13.50,16.40,20.19,29.85,18.00
GWINNETT,5.70,4.40,6.42,9.16,11.58,14.01,16.68,19.86,23.63,29.24,14.42
HABERSHAM,5.89,3.76,7.36,11.18,15.31,17.95,19.62,25.21,29.01,37.39,21.17
HALL,5.81,5.35,6.26,8.29,9.91,12.98,17.27,20.28,25.11,32.28,16.58
HANCOCK,17.34,14.07,14.95,25.92,26.30,30.90,35.18,33.63,40.27,40.04,30.87
HARALSON,5.30,4.74,5.75,8.48,10.52,13.87,17.15,21.64,23.94,32.95,16.61
HARRIS,6.72,5.85,8.55,13.02,16.27,18.95,23.64,25.14,33.38,38.93,22.48
HART,4.18,3.31,4.12,7.60,8.25,9.25,14.15,16.94,21.01,26.38,15.34
HEARD,4.26,5.03,6.24,10.04,14.42,15.10,18.85,23.99,27.33,35.50,18.79
HENRY,6.28,4.70,7.02,11.05,14.72,18.46,21.86,25.53,29.83,35.64,18.12
HOUSTON,4.24,3.12,5.10,7.39,10.05,12.09,15.89,20.44,25.03,31.14,14.67
IRWIN,5.06,4.43,7.31,7.64,9.41,12.86,17.44,20.86,21.88,28.37,16.17
JACKSON,4.74,4.11,5.82,8.58,11.47,12.40,16.24,18.60,24.67,34.36,15.98
JASPER,5.08,3.72,6.10,12.54,13.31,19.02,20.07,23.76,29.34,34.77,19.61
JEFF DAVIS,4.49,3.23,8.01,8.00,13.04,13.81,18.21,20.87,26.38,28.34,16.23
JEFFERSON,6.72,5.62,8.34,10.95,16.90,20.24,22.67,29.32,35.04,38.23,22.87
JENKINS,4.25,6.00,4.90,7.12,10.59,15.28,16.46,18.66,25.06,28.57,16.31
JOHNSON,13.95,11.05,12.38,21.56,20.38,30.03,33.70,29.64,33.91,38.43,27.37
JONES,5.86,4.78,7.55,9.50,12.79,17.52,21.65,26.11,31.96,41.36,21.01
LAMAR,3.56,3.57,7.48,8.07,14.11,16.02,17.16,19.38,26.71,36.10,18.30
LANIER,8.91,5.85,11.62,13.55,20.18,21.34,22.77,23.29,33.56,34.87,20.34
LAURENS,6.21,5.80,8.54,12.10,16.03,19.34,20.95,28.09,31.80,40.38,22.17
LEE,3.65,3.41,6.35,8.54,10.57,13.17,18.43,23.53,27.70,34.77,16.16
LIBERTY,3.30,2.66,4.67,7.28,11.50,15.04,22.98,28.15,32.36,36.57,15.54
LINCOLN,19.57,19.32,25.68,29.86,33.25,32.25,41.18,38.40,43.38,48.14,36.53
LONG,2.94,4.03,5.31,5.74,8.38,11.78,15.94,22.26,25.13,29.91,12.44
LOWNDES,3.14,2.42,4.00,6.29,8.17,12.01,13.32,16.14,23.03,28.16,12.25
LUMPKIN,4.51,4.67,5.39,7.34,11.24,11.96,17.35,19.17,23.72,32.60,16.61
MCDUFFIE,3.75,2.39,4.81,7.75,13.57,11.98,16.03,18.74,24.29,36.73,17.25
MCINTOSH,5.94,7.28,9.97,8.97,14.46,18.80,24.01,26.19,32.95,38.25,23.37
MACON,4.94,4.79,7.92,9.11,13.36,15.95,21.25,25.99,29.06,32.99,19.55
MADISON,5.86,7.40,10.50,14.10,14.32,17.94,19.16,24.00,31.54,35.16,20.21
MARION,7.02,6.48,7.81,11.04,20.71,18.38,18.24,22.54,26.20,29.74,18.77
MERIWETHER,4.18,2.82,5.16,7.57,8.35,10.34,16.18,19.10,26.02,33.13,17.02
MILLER,8.72,8.88,15.56,18.57,21.68,19.05,27.04,35.21,35.07,40.93,26.30
MITCHELL,3.74,3.52,7.16,8.90,11.11,15.56,19.03,22.63,29.61,32.74,17.97
MONROE,7.99,7.27,10.10,15.65,19.88,19.99,24.07,28.40,35.36,41.86,24.49
MONTGOMERY,12.86,13.89,19.17,22.08,26.47,28.29,33.63,38.04,40.72,49.43,31.99
MORGAN,6.31,5.80,8.31,11.09,14.27,17.72,21.28,22.87,31.10,42.73,22.42
MURRAY,4.33,4.06,6.17,7.35,9.84,10.58,12.94,15.81,19.51,23.06,12.63
MUSCOGEE,4.37,4.34,7.75,9.95,12.73,16.87,21.85,26.51,33.14,37.64,18.42
NEWTON,5.02,4.01,6.52,10.07,13.38,17.10,19.28,22.13,27.99,34.30,17.06
OCONEE,12.39,7.96,14.21,16.28,22.06,24.86,30.22,33.66,40.75,46.98,27.39
OGLETHORPE,6.51,8.24,8.35,10.81,15.45,17.58,20.18,24.08,29.75,39.43,21.38
PAULDING,4.59,4.08,6.54,8.96,11.82,13.85,16.91,19.90,24.76,31.08,14.52
PEACH,3.82,3.65,6.72,8.78,12.52,16.83,18.03,22.30,29.73,33.42,17.58
PICKENS,7.38,6.60,9.70,15.16,18.44,20.65,22.28,24.15,27.37,38.02,23.23
PIERCE,8.12,9.02,11.31,16.65,23.84,23.76,26.46,29.29,33.91,41.52,25.47
PIKE,6.20,6.34,9.25,11.63,17.60,18.68,24.62,25.87,34.92,43.08,22.32
POLK,4.10,2.18,5.35,7.65,9.79,10.37,13.75,18.02,25.61,30.79,15.51
PULASKI,5.41,3.12,2.74,6.68,9.20,7.73,13.09,21.81,21.25,27.47,15.22
PUTNAM,5.99,10.60,14.11,14.09,16.39,19.56,21.92,25.17,31.00,41.25,25.76
QUITMAN,8.16,9.71,5.71,13.68,20.73,22.64,38.40,30.30,32.26,42.60,29.07
RABUN,12.68,12.30,15.95,18.41,23.72,26.68,27.44,30.25,34.61,46.24,31.26
RANDOLPH,10.51,11.36,14.00,25.31,23.88,25.34,31.20,36.45,43.65,45.53,30.84
RICHMOND,5.95,5.59,9.15,13.14,16.72,21.41,26.70,31.61,38.17,44.72,22.59
ROCKDALE,6.00,4.42,7.11,11.38,15.11,19.93,23.29,29.70,33.91,39.20,20.80
SCHLEY,10.27,11.28,10.24,15.21,18.40,25.18,30.86,32.27,39.89,39.41,25.15
SCREVEN,6.06,5.93,9.85,14.56,13.16,19.60,20.20,27.62,32.28,35.96,21.53
SEMINOLE,11.37,8.22,16.62,19.54,24.26,29.13,28.97,31.44,39.79,37.28,27.69
SPALDING,3.88,4.53,7.81,10.29,12.38,15.51,17.52,22.01,29.16,38.68,19.27
STEPHENS,6.96,3.94,7.81,11.15,11.17,16.05,18.57,20.77,27.33,33.14,19.01
