COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,5.45,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,3.57,0.00,15.38,9.09,0.00,23.59,27.18,0.00,21.65,14.69,22.32
ATKINSON,0.00,1.19,2.53,0.00,16.67,11.11,0.00,0.00,0.00,0.00,5.63,5.88,0.00,0.00,100.0,0.00,16.90,18.71,0.00,21.50,19.11,16.99
BACON,0.00,7.18,6.82,0.00,0.00,14.29,0.00,0.00,25.00,0.00,2.70,0.00,0.00,0.00,12.50,0.00,16.15,19.80,0.00,8.99,7.67,15.58
BAKER,0.00,12.50,5.13,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.38,23.05,0.00,18.76,13.94,18.03
BALDWIN,0.00,7.32,6.40,0.00,8.47,0.00,0.00,0.00,8.33,0.00,5.81,12.70,0.00,7.00,8.70,40.00,21.82,24.43,0.00,21.25,17.15,20.61
BANKS,0.00,8.24,7.00,0.00,14.29,8.33,0.00,0.00,0.00,0.00,2.60,7.37,0.00,4.35,5.00,0.00,25.28,28.24,0.00,11.83,10.08,24.28
BARROW,3.85,6.86,5.74,0.00,3.72,4.42,0.00,0.00,11.76,0.00,4.67,3.06,0.00,3.34,2.85,2.50,15.12,16.72,16.67,13.54,9.54,13.57
BARTOW,0.00,6.43,4.85,0.00,8.29,5.36,0.00,2.78,12.12,0.00,4.40,4.30,0.00,6.45,2.34,6.06,13.85,15.88,0.00,11.46,9.46,12.94
BEN HILL,0.00,6.58,3.87,0.00,16.67,9.09,0.00,0.00,0.00,0.00,1.43,3.92,0.00,7.69,5.26,0.00,16.19,21.41,0.00,15.59,12.46,16.43
BERRIEN,50.00,3.76,7.79,0.00,10.00,8.00,0.00,14.29,0.00,0.00,8.57,1.79,0.00,0.00,0.00,0.00,18.96,24.20,0.00,14.95,11.45,19.65
BIBB,3.17,9.32,6.43,0.00,7.40,8.33,0.00,9.80,11.54,0.00,6.10,7.54,0.00,5.59,5.94,0.00,24.51,26.73,0.00,21.72,16.29,20.84
BLECKLEY,0.00,13.67,8.84,0.00,23.08,8.33,0.00,0.00,0.00,0.00,16.67,0.00,0.00,8.70,9.52,0.00,31.02,34.26,0.00,15.17,9.89,27.46
BRANTLEY,0.00,3.00,5.12,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,15.61,17.83,0.00,16.67,6.84,15.67
BROOKS,0.00,11.11,9.38,0.00,4.35,14.81,0.00,0.00,0.00,0.00,6.94,3.17,0.00,15.00,9.09,0.00,21.94,25.21,0.00,13.26,9.07,17.98
