COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,1.000,312.0,357.0,0.00,29.00,21.00,0.00,0.00,6.000,1.000,92.00,84.00,0.00,26.00,22.00,1.000,4286.0,3757.0,0.00,1173.0,885.0,11053.0
ATKINSON,3.000,84.00,79.00,0.00,6.000,9.000,0.00,5.000,1.000,1.000,142.0,102.0,0.00,1.000,1.000,0.00,1645.0,1416.0,1.000,507.0,382.0,4385.0
BACON,1.000,195.0,220.0,0.00,12.00,7.000,0.00,1.000,4.000,0.00,37.00,33.00,0.00,9.000,8.000,2.000,2619.0,2248.0,1.000,534.0,313.0,6244.0
BAKER,0.00,40.00,39.00,0.00,4.000,2.000,0.00,0.00,0.00,0.00,11.00,3.000,0.00,6.000,3.000,0.00,587.0,564.0,0.00,533.0,416.0,2208.0
BALDWIN,2.000,437.0,578.0,0.00,59.00,45.00,0.00,15.00,12.00,0.00,86.00,63.00,0.00,100.0,92.00,5.000,6814.0,5875.0,3.000,5855.0,4040.0,24081.0
BANKS,4.000,364.0,486.0,0.00,21.00,24.00,0.00,7.000,4.000,0.00,77.00,95.00,0.00,46.00,40.00,6.000,4885.0,4629.0,1.000,93.00,119.0,10901.0
BARROW,26.00,2419.0,2698.0,1.000,188.0,181.0,0.00,21.00,17.00,6.000,986.0,816.0,1.000,509.0,456.0,40.00,18120.0,16184.0,6.000,2939.0,2305.0,47919.0
BARTOW,22.00,3827.0,4287.0,1.000,217.0,224.0,0.00,36.00,33.00,0.00,772.0,721.0,1.000,186.0,171.0,33.00,26077.0,23814.0,5.000,3518.0,2705.0,66650.0
BEN HILL,2.000,152.0,155.0,0.00,18.00,11.00,0.00,3.000,2.000,0.00,70.00,51.00,0.00,26.00,19.00,2.000,3033.0,2653.0,0.00,2034.0,1260.0,9491.0
BERRIEN,2.000,213.0,244.0,0.00,20.00,25.00,0.00,7.000,6.000,0.00,70.00,56.00,0.00,16.00,18.00,6.000,4657.0,4236.0,0.00,602.0,463.0,10641.0
BIBB,63.00,2737.0,3233.0,2.000,446.0,372.0,0.00,51.00,52.00,2.000,541.0,345.0,6.000,519.0,522.0,24.00,22258.0,19079.0,36.00,30774.0,22011.0,103073.0
BLECKLEY,2.000,139.0,147.0,0.00,13.00,12.00,0.00,2.000,1.000,0.00,24.00,14.00,0.00,23.00,21.00,3.000,2721.0,2507.0,0.00,857.0,546.0,7032.0
BRANTLEY,2.000,267.0,332.0,0.00,20.00,13.00,0.00,4.000,4.000,0.00,28.00,21.00,0.00,8.000,7.000,2.000,4862.0,4443.0,0.00,162.0,117.0,10292.0
BROOKS,0.00,279.0,320.0,0.00,23.00,27.00,0.00,7.000,6.000,0.00,72.00,63.00,0.00,20.00,11.00,2.000,3003.0,2769.0,0.00,2127.0,1643.0,10372.0
BRYAN,13.00,1511.0,1551.0,1.000,149.0,113.0,0.00,24.00,33.00,1.000,401.0,322.0,1.000,191.0,157.0,12.00,10083.0,8945.0,4.000,1990.0,1489.0,26991.0
BULLOCH,12.00,2221.0,2402.0,0.00,156.0,128.0,0.00,11.00,9.000,2.000,228.0,224.0,1.000,139.0,137.0,15.00,13862.0,12347.0,7.000,6228.0,4311.0,42440.0
