COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,79.00,58.00,101.0,102.0,140.0,196.0,189.0,276.0,326.0,1000.0,2467.0
ATKINSON,32.00,17.00,17.00,29.00,31.00,55.00,64.00,84.00,111.0,305.0,745.0
BACON,15.00,15.00,33.00,34.00,50.00,87.00,78.00,86.00,128.0,447.0,973.0
BAKER,5.00,5.00,10.00,14.00,16.00,24.00,28.00,41.00,68.00,187.0,398.0
BALDWIN,132.0,100.0,173.0,208.0,213.0,279.0,429.0,594.0,726.0,2110.0,4964.0
BANKS,87.00,73.00,91.00,120.0,183.0,234.0,259.0,279.0,297.0,1024.0,2647.0
BARROW,198.0,186.0,242.0,351.0,434.0,511.0,601.0,683.0,779.0,2520.0,6505.0
BARTOW,275.0,179.0,254.0,400.0,442.0,672.0,892.0,1058.0,1104.0,3347.0,8623.0
BEN HILL,37.00,33.00,46.00,57.00,66.00,113.0,118.0,174.0,227.0,688.0,1559.0
BERRIEN,67.00,49.00,74.00,105.0,126.0,159.0,164.0,238.0,242.0,867.0,2091.0
BIBB,732.0,593.0,826.0,1138.0,1227.0,1499.0,1859.0,2486.0,2866.0,8259.0,21485.0
BLECKLEY,66.00,44.00,85.00,102.0,105.0,143.0,184.0,229.0,247.0,726.0,1931.0
BRANTLEY,38.00,39.00,64.00,77.00,93.00,137.0,163.0,169.0,201.0,632.0,1613.0
BROOKS,31.00,45.00,90.00,85.00,79.00,113.0,138.0,232.0,256.0,796.0,1865.0
BRYAN,119.0,72.00,122.0,173.0,195.0,334.0,390.0,419.0,444.0,1110.0,3378.0
BULLOCH,302.0,249.0,398.0,546.0,511.0,545.0,689.0,804.0,920.0,2672.0,7636.0
BURKE,51.00,49.00,60.00,105.0,113.0,160.0,195.0,267.0,347.0,961.0,2308.0
BUTTS,67.00,45.00,60.00,94.00,100.0,169.0,220.0,284.0,336.0,1102.0,2477.0
CALHOUN,14.00,21.00,14.00,22.00,28.00,38.00,46.00,80.00,80.00,274.0,617.0
CAMDEN,160.0,133.0,181.0,225.0,290.0,374.0,509.0,635.0,622.0,1971.0,5100.0
CANDLER,22.00,14.00,29.00,48.00,45.00,69.00,93.00,117.0,108.0,447.0,992.0
CARROLL,475.0,437.0,507.0,680.0,816.0,1088.0,1212.0,1371.0,1537.0,4945.0,13068.0
CATOOSA,153.0,101.0,133.0,222.0,286.0,403.0,456.0,498.0,616.0,2165.0,5033.0
CHARLTON,42.00,27.00,39.00,36.00,39.00,78.00,79.00,134.0,122.0,398.0,994.0
CHATHAM,849.0,976.0,1385.0,1691.0,1782.0,2216.0,2513.0,3367.0,3855.0,12695.0,31329.0
CHATTAHOOCHEE,4.00,6.00,2.00,9.00,12.00,17.00,20.00,20.00,21.00,69.00,180.0
CHATTOOGA,46.00,32.00,69.00,98.00,106.0,193.0,163.0,230.0,316.0,929.0,2182.0
CHEROKEE,989.0,613.0,903.0,1302.0,1645.0,2253.0,2548.0,3051.0,3229.0,10166.0,26699.0
CLARKE,1151.0,1146.0,1299.0,1492.0,1310.0,1412.0,1273.0,1391.0,1786.0,5659.0,17919.0
CLAY,5.00,7.00,11.00,30.00,15.00,33.00,34.00,52.00,79.00,265.0,531.0
CLAYTON,845.0,696.0,916.0,1211.0,1612.0,2326.0,2699.0,3105.0,3273.0,6740.0,23423.0
CLINCH,52.00,34.00,61.00,58.00,60.00,93.00,103.0,103.0,107.0,324.0,995.0
COBB,3737.0,2512.0,3665.0,4896.0,5963.0,7649.0,8259.0,9391.0,9766.0,28106.0,83944.0
COFFEE,114.0,103.0,121.0,162.0,162.0,268.0,333.0,408.0,399.0,1250.0,3320.0
COLQUITT,119.0,110.0,174.0,265.0,245.0,332.0,387.0,462.0,573.0,1825.0,4492.0
COLUMBIA,675.0,464.0,725.0,1087.0,1288.0,1704.0,2025.0,2511.0,2661.0,7140.0,20280.0
COOK,42.00,39.00,47.00,50.00,91.00,104.0,138.0,182.0,167.0,671.0,1531.0
