COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,17.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.000,3.000,0.00,4.000,2.000,0.00,1011.0,1021.0,0.00,254.0,130.0,2467.0
ATKINSON,0.00,1.000,2.000,0.00,1.000,1.000,0.00,0.00,0.00,0.00,8.000,6.000,0.00,0.00,1.000,0.00,278.0,265.0,0.00,109.0,73.00,745.0
BACON,0.00,14.00,15.00,0.00,0.00,1.000,0.00,0.00,1.000,0.00,1.000,0.00,0.00,0.00,1.000,0.00,423.0,445.0,0.00,48.00,24.00,973.0
BAKER,0.00,5.000,2.000,0.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.0,130.0,0.00,100.0,58.00,398.0
BALDWIN,0.00,32.00,37.00,0.00,5.000,0.00,0.00,0.00,1.000,0.00,5.000,8.000,0.00,7.000,8.000,2.000,1487.0,1435.0,0.00,1244.0,693.0,4964.0
BANKS,0.00,30.00,34.00,0.00,3.000,2.000,0.00,0.00,0.00,0.00,2.000,7.000,0.00,2.000,2.000,0.00,1235.0,1307.0,0.00,11.00,12.00,2647.0
BARROW,1.000,166.0,155.0,0.00,7.000,8.000,0.00,0.00,2.000,0.00,46.00,25.00,0.00,17.00,13.00,1.000,2739.0,2706.0,1.000,398.0,220.0,6505.0
BARTOW,0.00,246.0,208.0,0.00,18.00,12.00,0.00,1.000,4.000,0.00,34.00,31.00,0.00,12.00,4.000,2.000,3611.0,3781.0,0.00,403.0,256.0,8623.0
BEN HILL,0.00,10.00,6.000,0.00,3.000,1.000,0.00,0.00,0.00,0.00,1.000,2.000,0.00,2.000,1.000,0.00,491.0,568.0,0.00,317.0,157.0,1559.0
BERRIEN,1.000,8.000,19.00,0.00,2.000,2.000,0.00,1.000,0.00,0.00,6.000,1.000,0.00,0.00,0.00,0.00,883.0,1025.0,0.00,90.00,53.00,2091.0
BIBB,2.000,255.0,208.0,0.00,33.00,31.00,0.00,5.000,6.000,0.00,33.00,26.00,0.00,29.00,31.00,0.00,5456.0,5100.0,0.00,6684.0,3586.0,21485.0
BLECKLEY,0.00,19.00,13.00,0.00,3.000,1.000,0.00,0.00,0.00,0.00,4.000,0.00,0.00,2.000,2.000,0.00,844.0,859.0,0.00,130.0,54.00,1931.0
BRANTLEY,0.00,8.000,17.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,759.0,792.0,0.00,27.00,8.000,1613.0
BROOKS,0.00,31.00,30.00,0.00,1.000,4.000,0.00,0.00,0.00,0.00,5.000,2.000,0.00,3.000,1.000,0.00,659.0,698.0,0.00,282.0,149.0,1865.0
BRYAN,1.000,90.00,110.0,0.00,14.00,4.000,0.00,3.000,1.000,0.00,22.00,24.00,0.00,4.000,8.000,1.000,1292.0,1273.0,1.000,318.0,212.0,3378.0
BULLOCH,1.000,187.0,185.0,0.00,8.000,14.00,0.00,1.000,0.00,1.000,15.00,11.00,0.00,9.000,7.000,1.000,2764.0,2732.0,0.00,1109.0,591.0,7636.0
BURKE,0.00,23.00,21.00,0.00,2.000,4.000,0.00,0.00,0.00,0.00,6.000,4.000,0.00,2.000,0.00,0.00,552.0,645.0,0.00,667.0,382.0,2308.0
BUTTS,2.000,64.00,64.00,0.00,2.000,5.000,0.00,0.00,1.000,0.00,2.000,5.000,0.00,3.000,0.00,0.00,907.0,913.0,0.00,317.0,192.0,2477.0
CALHOUN,0.00,2.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0.00,2.000,0.00,126.0,122.0,0.00,220.0,142.0,617.0
CAMDEN,0.00,278.0,244.0,0.00,21.00,9.000,0.00,0.00,1.000,0.00,19.00,16.00,0.00,27.00,18.00,0.00,1871.0,1777.0,0.00,496.0,323.0,5100.0
CANDLER,0.00,3.000,17.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,4.000,2.000,0.00,2.000,1.000,0.00,356.0,409.0,0.00,131.0,66.00,992.0
CARROLL,1.000,355.0,369.0,0.00,37.00,20.00,0.00,2.000,2.000,0.00,38.00,30.00,0.00,17.00,13.00,2.000,5400.0,5466.0,0.00,838.0,478.0,13068.0
CATOOSA,1.000,151.0,163.0,0.00,4.000,3.000,0.00,1.000,0.00,0.00,15.00,6.000,0.00,8.000,6.000,3.000,2269.0,2334.0,0.00,42.00,27.00,5033.0
CHARLTON,0.00,26.00,31.00,0.00,5.000,1.000,0.00,0.00,0.00,0.00,0.00,1.000,0.00,1.000,3.000,0.00,319.0,333.0,0.00,167.0,107.0,994.0
CHATHAM,12.00,687.0,508.0,0.00,120.0,79.00,0.00,13.00,6.000,0.00,118.0,89.00,0.00,69.00,55.00,4.000,9070.0,8157.0,3.000,8043.0,4296.0,31329.0
CHATTAHOOCHEE,0.00,5.000,1.000,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,40.00,0.00,61.00,33.00,180.0
CHATTOOGA,0.00,35.00,29.00,0.00,2.000,4.000,0.00,1.000,1.000,0.00,1.000,1.000,0.00,1.000,1.000,0.00,933.0,981.0,0.00,117.0,75.00,2182.0
CHEROKEE,5.000,728.0,737.0,1.000,84.00,101.0,0.00,11.00,5.000,0.00,177.0,133.0,0.00,66.00,48.00,7.000,11712.0,11654.0,0.00,755.0,475.0,26699.0
CLARKE,11.00,752.0,641.0,0.00,88.00,61.00,0.00,4.000,5.000,1.000,143.0,103.0,1.000,101.0,56.00,12.00,6522.0,5699.0,1.000,2442.0,1276.0,17919.0
CLAY,0.00,2.000,3.000,0.00,1.000,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,1.000,0.00,0.00,130.0,120.0,0.00,180.0,93.00,531.0
CLAYTON,8.000,818.0,424.0,0.00,119.0,64.00,0.00,5.000,3.000,1.000,149.0,92.00,0.00,73.00,97.00,0.00,1934.0,1783.0,9.000,11918.0,5926.0,23423.0
CLINCH,0.00,16.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,1.000,1.000,0.00,305.0,304.0,0.00,223.0,122.0,995.0
COBB,29.00,1160.0,857.0,1.000,591.0,408.0,0.00,41.00,33.00,0.00,957.0,677.0,2.000,575.0,447.0,11.00,29045.0,27229.0,8.000,14229.0,7644.0,83944.0
COFFEE,0.00,14.00,20.00,0.00,3.000,4.000,0.00,0.00,0.00,0.00,11.00,19.00,0.00,2.000,3.000,0.00,973.0,1089.0,0.00,755.0,427.0,3320.0
COLQUITT,0.00,53.00,45.00,0.00,7.000,3.000,0.00,0.00,0.00,0.00,14.00,15.00,0.00,3.000,3.000,0.00,1813.0,1900.0,0.00,415.0,221.0,4492.0
COLUMBIA,2.000,454.0,445.0,0.00,82.00,74.00,0.00,7.000,7.000,0.00,98.00,104.0,0.00,160.0,151.0,2.000,7771.0,8019.0,1.000,1701.0,1202.0,20280.0
COOK,0.00,3.000,12.00,0.00,2.000,0.00,0.00,1.000,0.00,0.00,5.000,1.000,0.00,1.000,0.00,0.00,550.0,616.0,0.00,219.0,121.0,1531.0
