COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,2.78,2.37,3.65,5.20,6.49,6.23,11.98,16.41,19.39,25.58,12.15
ATKINSON,1.61,0.27,0.31,0.62,2.11,2.78,3.25,5.60,6.49,6.74,3.51
BACON,4.09,5.67,8.20,9.60,16.57,15.00,20.78,21.43,28.05,34.99,19.06
BAKER,1.54,1.90,5.56,2.14,8.18,10.53,10.41,16.11,27.85,26.02,14.06
BALDWIN,1.63,1.41,1.92,3.10,4.59,5.75,10.11,14.86,19.00,25.29,10.67
BANKS,1.75,1.99,4.26,4.50,6.96,9.91,12.29,14.34,21.37,28.01,12.97
BARROW,2.40,2.36,3.28,4.74,7.39,8.60,12.35,16.12,22.85,30.50,11.75
BARTOW,2.58,2.09,3.91,5.69,7.75,10.15,12.47,16.42,20.03,26.10,11.84
BEN HILL,0.64,1.75,1.39,1.93,3.98,3.06,6.62,8.87,13.64,14.06,6.80
BERRIEN,1.11,1.16,2.52,5.42,5.92,5.47,8.13,10.47,14.17,22.96,9.76
BIBB,1.32,1.08,1.79,2.33,3.88,5.45,8.17,10.22,15.30,24.30,9.17
BLECKLEY,1.45,1.31,1.52,2.97,4.00,4.20,6.59,10.60,17.23,21.85,9.45
BRANTLEY,1.78,1.55,2.68,4.79,6.74,6.53,7.81,11.00,16.38,21.40,9.70
BROOKS,1.57,2.07,2.28,1.94,4.81,8.19,10.00,11.36,14.48,18.84,9.47
BRYAN,2.27,2.20,1.94,3.45,5.53,7.77,13.48,18.28,24.12,29.49,11.28
BULLOCH,0.93,1.08,2.17,3.36,4.40,5.99,9.23,12.56,16.26,25.11,8.27
BURKE,1.71,1.46,1.52,2.12,3.91,3.27,5.48,8.26,10.77,17.65,6.79
BUTTS,4.20,2.61,5.43,7.34,7.57,14.32,17.17,21.31,31.54,39.22,17.80
CALHOUN,2.47,2.58,4.50,2.86,2.75,8.75,9.86,12.01,16.37,20.85,10.53
CAMDEN,1.41,0.91,1.45,2.85,4.17,6.34,9.53,12.19,17.23,26.03,9.38
CANDLER,1.34,0.67,2.13,3.72,4.80,6.94,9.69,11.54,14.90,25.25,10.90
CARROLL,1.45,1.39,2.49,4.72,5.35,7.92,10.47,13.86,19.73,27.17,10.49
CATOOSA,0.71,0.41,0.98,0.98,1.87,3.11,4.28,5.18,7.02,12.02,4.66
CHARLTON,2.58,1.22,1.71,2.98,5.91,5.89,10.63,13.31,16.42,23.88,10.54
CHATHAM,2.72,2.30,4.09,5.57,8.61,11.45,15.46,20.17,27.38,36.65,15.11
CHATTAHOOCHEE,0.21,0.19,0.00,0.99,0.00,1.57,1.57,4.58,7.33,9.70,2.01
CHATTOOGA,0.98,1.12,1.05,1.73,2.34,2.27,4.15,7.58,10.53,13.34,5.87
CHEROKEE,3.32,2.67,4.24,5.70,8.61,11.24,15.05,19.47,23.23,31.82,13.90
CLARKE,1.42,1.48,3.30,4.66,7.42,8.27,10.40,14.72,20.52,28.04,9.49
CLAY,0.62,0.80,1.34,1.80,2.86,5.08,6.72,16.96,12.24,18.10,9.74
CLAYTON,0.60,0.57,0.84,1.59,2.60,3.43,4.62,7.26,10.53,16.71,4.71
CLINCH,0.75,1.78,1.94,3.08,4.80,5.62,6.33,6.48,15.34,15.08,7.16
COBB,2.29,1.82,2.72,4.10,6.24,8.54,12.34,16.92,22.55,32.84,11.95
COFFEE,1.24,1.24,1.74,1.95,2.46,4.99,6.40,8.54,11.90,15.56,6.47
COLQUITT,2.00,2.43,4.41,5.34,7.17,9.57,12.84,14.38,19.66,24.88,12.26
COLUMBIA,1.44,1.13,1.41,2.29,3.39,5.17,8.32,11.98,17.06,25.11,8.81
COOK,2.58,1.97,2.28,2.91,6.09,8.79,9.52,11.34,13.96,21.74,9.78
COWETA,1.74,1.26,2.02,2.76,4.03,6.38,8.43,12.54,16.72,27.00,9.59
CRAWFORD,1.71,0.48,1.74,2.79,3.26,5.07,7.43,9.83,15.82,18.85,8.54
CRISP,0.93,0.54,1.10,1.08,2.76,3.98,7.67,8.53,15.47,22.61,8.46
DADE,2.28,3.89,5.72,7.80,8.90,10.01,13.03,19.65,21.68,22.92,13.22
DAWSON,2.38,2.30,3.32,5.97,7.01,8.63,12.31,17.53,21.27,35.04,15.90
DECATUR,0.70,0.48,1.16,1.98,1.92,2.99,4.83,4.64,9.45,11.35,4.84
DEKALB,2.23,1.68,2.85,4.85,7.53,10.80,13.84,17.88,23.72,29.24,11.81
DODGE,1.73,0.96,2.75,3.15,4.92,5.39,7.19,9.89,15.10,20.01,9.06
DOOLY,1.15,1.28,1.88,2.33,2.53,4.62,6.10,8.19,12.23,13.95,6.81
DOUGHERTY,1.98,1.75,4.00,5.74,7.82,11.71,15.41,21.04,26.44,30.19,13.68
DOUGLAS,0.96,1.03,1.91,2.70,3.70,5.06,7.84,10.81,15.98,24.43,7.98
EARLY,0.38,1.04,1.19,3.02,2.82,3.93,4.80,4.80,12.38,13.77,6.03
ECHOLS,7.78,5.46,10.14,8.05,8.33,10.07,15.03,12.50,11.51,18.13,11.51
EFFINGHAM,2.10,1.89,2.41,3.33,5.48,8.00,10.06,15.45,20.07,29.52,10.59
ELBERT,1.11,1.44,1.26,3.25,2.54,3.94,5.52,8.03,9.83,16.15,7.19
EMANUEL,1.48,1.95,2.64,4.05,4.92,5.47,9.45,13.34,17.84,21.26,10.10
EVANS,2.20,1.89,2.78,2.49,5.71,8.08,11.11,17.95,19.67,26.86,12.68
FANNIN,2.16,0.72,1.88,2.29,3.82,5.59,7.39,9.66,14.89,21.06,11.09
FAYETTE,2.99,1.84,3.40,4.85,6.32,8.83,13.13,18.97,25.27,35.41,15.34
FLOYD,1.68,1.50,2.55,2.67,3.85,5.27,7.32,11.20,15.85,22.02,9.53
FORSYTH,3.70,2.76,4.69,6.24,8.32,11.39,15.14,18.84,23.81,35.00,14.50
FRANKLIN,1.37,1.72,1.91,2.02,3.08,7.62,8.20,8.41,13.06,17.71,8.65
FULTON,1.55,1.13,1.89,2.86,4.20,5.83,8.59,12.13,17.17,24.12,8.25
GILMER,6.25,4.26,8.72,9.61,13.47,16.53,19.25,22.72,29.78,37.62,22.54
GLASCOCK,10.14,9.16,20.69,20.38,29.65,29.94,34.55,27.17,36.24,36.48,27.42
GLYNN,2.37,1.65,3.43,4.98,6.63,7.63,11.76,16.99,22.43,32.91,14.68
GORDON,1.31,1.01,2.68,4.35,6.22,6.50,8.36,10.53,15.93,21.80,9.24
GRADY,0.92,1.20,0.75,1.89,1.58,2.75,4.38,6.47,9.34,12.96,5.64
GREENE,1.38,2.45,3.96,4.93,7.20,7.15,12.40,16.37,25.21,36.14,19.00
GWINNETT,1.81,1.23,1.92,2.73,4.23,6.27,9.99,14.40,19.08,26.11,9.11
HABERSHAM,1.30,1.98,1.74,4.09,6.65,7.81,10.80,13.49,21.07,27.44,13.38
HALL,3.33,2.12,3.58,4.83,7.63,9.59,13.16,16.91,22.46,30.77,13.89
HANCOCK,19.63,9.94,16.84,18.04,22.16,26.69,29.64,30.15,31.55,36.38,26.65
