COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,32.00,20.00,30.00,42.00,58.00,54.00,120.0,162.0,178.0,593.0,1289.0
ATKINSON,7.00,1.00,1.00,2.00,7.00,11.00,13.00,22.00,24.00,60.00,148.0
BACON,23.00,25.00,35.00,50.00,84.00,75.00,101.0,111.0,154.0,443.0,1101.0
BAKER,3.00,3.00,8.00,3.00,13.00,18.00,23.00,34.00,61.00,134.0,300.0
BALDWIN,43.00,32.00,39.00,51.00,81.00,109.0,225.0,322.0,367.0,1230.0,2499.0
BANKS,15.00,15.00,28.00,34.00,63.00,90.00,117.0,121.0,175.0,573.0,1231.0
BARROW,91.00,86.00,139.0,194.0,307.0,325.0,456.0,537.0,618.0,1908.0,4661.0
BARTOW,149.0,113.0,193.0,270.0,438.0,603.0,731.0,884.0,866.0,2639.0,6886.0
BEN HILL,6.00,15.00,11.00,12.00,28.00,22.00,52.00,80.00,111.0,287.0,624.0
BERRIEN,11.00,10.00,20.00,43.00,52.00,47.00,80.00,94.00,106.0,519.0,982.0
BIBB,133.0,103.0,149.0,173.0,295.0,402.0,689.0,867.0,1160.0,4644.0,8615.0
BLECKLEY,10.00,7.00,7.00,14.00,21.00,24.00,45.00,64.00,87.00,349.0,628.0
BRANTLEY,17.00,12.00,19.00,38.00,60.00,59.00,70.00,98.00,133.0,427.0,933.0
BROOKS,14.00,19.00,17.00,12.00,36.00,64.00,93.00,108.0,120.0,441.0,924.0
BRYAN,56.00,42.00,36.00,70.00,133.0,184.0,317.0,353.0,389.0,899.0,2479.0
BULLOCH,62.00,61.00,75.00,95.00,128.0,166.0,279.0,356.0,415.0,1589.0,3226.0
BURKE,25.00,20.00,18.00,23.00,44.00,40.00,78.00,116.0,138.0,459.0,961.0
BUTTS,58.00,30.00,59.00,73.00,87.00,178.0,226.0,263.0,364.0,1042.0,2380.0
CALHOUN,6.00,6.00,10.00,6.00,7.00,21.00,28.00,37.00,46.00,147.0,314.0
CAMDEN,47.00,30.00,39.00,66.00,107.0,184.0,306.0,332.0,385.0,1370.0,2866.0
CANDLER,7.00,3.00,8.00,14.00,22.00,30.00,47.00,54.00,73.00,323.0,581.0
CARROLL,110.0,93.00,143.0,248.0,321.0,466.0,623.0,746.0,911.0,3111.0,6772.0
CATOOSA,27.00,13.00,31.00,33.00,71.00,117.0,160.0,170.0,216.0,1003.0,1841.0
CHARLTON,15.00,6.00,7.00,12.00,28.00,32.00,66.00,80.00,77.00,289.0,612.0
CHATHAM,464.0,444.0,721.0,794.0,1158.0,1500.0,2223.0,2855.0,3484.0,11769.0,25412.0
CHATTAHOOCHEE,1.00,1.00,0.00,4.00,0.00,5.00,4.00,11.00,11.00,36.00,73.00
CHATTOOGA,12.00,12.00,10.00,16.00,26.00,25.00,51.00,91.00,113.0,400.0,756.0
CHEROKEE,450.0,295.0,485.0,748.0,1359.0,1731.0,2270.0,2527.0,2490.0,7456.0,19811.0
CLARKE,132.0,159.0,273.0,286.0,362.0,332.0,438.0,628.0,836.0,2815.0,6261.0
CLAY,1.00,1.00,2.00,2.00,3.00,6.00,9.00,29.00,24.00,101.0,178.0
CLAYTON,111.0,96.00,128.0,228.0,405.0,516.0,697.0,952.0,1083.0,2913.0,7129.0
CLINCH,3.00,7.00,6.00,9.00,16.00,20.00,25.00,25.00,56.00,122.0,289.0
COBB,1042.0,772.0,1130.0,1691.0,2889.0,3884.0,5751.0,6972.0,7531.0,22282.0,53944.0
COFFEE,30.00,26.00,33.00,35.00,47.00,97.00,133.0,169.0,210.0,643.0,1423.0
COLQUITT,42.00,48.00,81.00,89.00,124.0,178.0,248.0,271.0,357.0,1227.0,2665.0
COLUMBIA,127.0,92.00,113.0,178.0,292.0,446.0,763.0,985.0,1201.0,3629.0,7826.0
COOK,25.00,16.00,16.00,20.00,49.00,68.00,81.00,87.00,99.00,420.0,881.0
COWETA,134.0,88.00,142.0,206.0,350.0,574.0,724.0,947.0,1032.0,3788.0,7985.0
CRAWFORD,11.00,3.00,9.00,14.00,19.00,35.00,64.00,75.00,103.0,301.0,634.0
CRISP,12.00,6.00,11.00,10.00,26.00,37.00,81.00,94.00,166.0,566.0,1009.0
DADE,22.00,34.00,46.00,58.00,69.00,81.00,125.0,189.0,186.0,507.0,1317.0
DAWSON,28.00,25.00,31.00,57.00,86.00,113.0,178.0,245.0,284.0,1245.0,2292.0
DECATUR,12.00,7.00,15.00,23.00,25.00,39.00,72.00,70.00,126.0,381.0,770.0
DEKALB,948.0,814.0,1439.0,2209.0,3448.0,4608.0,5940.0,6878.0,7891.0,19934.0,54109.0
DODGE,16.00,9.00,23.00,24.00,48.00,52.00,70.00,99.00,137.0,497.0,975.0
DOOLY,7.00,6.00,9.00,10.00,11.00,23.00,33.00,47.00,68.00,192.0,406.0
DOUGHERTY,159.0,111.0,209.0,251.0,345.0,488.0,731.0,1006.0,1232.0,3406.0,7938.0
DOUGLAS,85.00,71.00,131.0,207.0,339.0,454.0,668.0,761.0,922.0,2863.0,6501.0
EARLY,3.00,7.00,7.00,16.00,17.00,24.00,32.00,31.00,75.00,234.0,446.0
ECHOLS,13.00,10.00,15.00,12.00,14.00,14.00,26.00,20.00,16.00,66.00,206.0
EFFINGHAM,72.00,55.00,71.00,101.0,195.0,275.0,359.0,474.0,482.0,1431.0,3515.0
