COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,1151.0,844.0,821.0,807.0,894.0,867.0,1002.0,987.0,918.0,2318.0,10609.0
ATKINSON,434.0,369.0,319.0,320.0,331.0,395.0,400.0,393.0,370.0,890.0,4221.0
BACON,562.0,441.0,427.0,521.0,507.0,500.0,486.0,518.0,549.0,1266.0,5777.0
BAKER,195.0,158.0,144.0,140.0,159.0,171.0,221.0,211.0,219.0,515.0,2133.0
BALDWIN,2630.0,2277.0,2029.0,1643.0,1766.0,1897.0,2225.0,2167.0,1932.0,4863.0,23429.0
BANKS,855.0,752.0,658.0,755.0,905.0,908.0,952.0,844.0,819.0,2046.0,9494.0
BARROW,3793.0,3647.0,4233.0,4089.0,4154.0,3780.0,3692.0,3331.0,2705.0,6256.0,39680.0
BARTOW,5786.0,5418.0,4935.0,4743.0,5655.0,5940.0,5864.0,5385.0,4323.0,10113.0,58162.0
BEN HILL,941.0,859.0,792.0,623.0,703.0,720.0,786.0,902.0,814.0,2041.0,9181.0
BERRIEN,988.0,859.0,795.0,794.0,878.0,860.0,984.0,898.0,748.0,2260.0,10064.0
BIBB,10090.0,9499.0,8344.0,7437.0,7606.0,7371.0,8437.0,8483.0,7581.0,19108.0,93956.0
BLECKLEY,688.0,536.0,460.0,472.0,525.0,572.0,683.0,604.0,505.0,1597.0,6642.0
BRANTLEY,955.0,776.0,709.0,793.0,890.0,903.0,896.0,891.0,812.0,1995.0,9620.0
BROOKS,893.0,916.0,746.0,620.0,749.0,781.0,930.0,951.0,829.0,2341.0,9756.0
BRYAN,2469.0,1909.0,1851.0,2031.0,2406.0,2368.0,2352.0,1931.0,1613.0,3048.0,21978.0
BULLOCH,6644.0,5641.0,3457.0,2831.0,2909.0,2771.0,3023.0,2835.0,2552.0,6328.0,38991.0
BURKE,1464.0,1371.0,1181.0,1086.0,1126.0,1222.0,1424.0,1404.0,1281.0,2600.0,14159.0
BUTTS,1381.0,1151.0,1087.0,995.0,1150.0,1243.0,1316.0,1234.0,1154.0,2657.0,13368.0
CALHOUN,243.0,233.0,222.0,210.0,255.0,240.0,284.0,308.0,281.0,705.0,2981.0
CAMDEN,3336.0,3308.0,2695.0,2312.0,2569.0,2903.0,3212.0,2724.0,2235.0,5264.0,30558.0
CANDLER,521.0,446.0,375.0,376.0,458.0,432.0,485.0,468.0,490.0,1279.0,5330.0
CARROLL,7569.0,6701.0,5741.0,5252.0,6004.0,5886.0,5951.0,5382.0,4618.0,11452.0,64556.0
CATOOSA,3789.0,3197.0,3178.0,3367.0,3799.0,3768.0,3740.0,3282.0,3076.0,8347.0,39543.0
CHARLTON,582.0,493.0,409.0,403.0,474.0,543.0,621.0,601.0,469.0,1210.0,5805.0
CHATHAM,17048.0,19317.0,17612.0,14259.0,13449.0,13104.0,14377.0,14153.0,12725.0,32112.0,168156.0
CHATTAHOOCHEE,483.0,522.0,484.0,406.0,402.0,318.0,255.0,240.0,150.0,371.0,3631.0
CHATTOOGA,1220.0,1072.0,953.0,925.0,1110.0,1102.0,1228.0,1201.0,1073.0,2999.0,12883.0
CHEROKEE,13543.0,11059.0,11430.0,13126.0,15784.0,15397.0,15086.0,12980.0,10720.0,23435.0,142560.0
CLARKE,9300.0,10773.0,8284.0,6141.0,4881.0,4014.0,4211.0,4266.0,4074.0,10038.0,65982.0
CLAY,160.0,125.0,149.0,111.0,105.0,118.0,134.0,171.0,196.0,558.0,1827.0
CLAYTON,18483.0,16883.0,15235.0,14320.0,15596.0,15063.0,15073.0,13118.0,10286.0,17433.0,151490.0
CLINCH,398.0,394.0,309.0,292.0,333.0,356.0,395.0,386.0,365.0,809.0,4037.0
COBB,45475.0,42384.0,41619.0,41221.0,46267.0,45492.0,46617.0,41212.0,33400.0,67854.0,451541.0
COFFEE,2410.0,2094.0,1895.0,1792.0,1908.0,1942.0,2079.0,1979.0,1764.0,4132.0,21995.0
COLQUITT,2105.0,1973.0,1835.0,1667.0,1729.0,1860.0,1931.0,1885.0,1816.0,4932.0,21733.0
COLUMBIA,8845.0,8106.0,7992.0,7769.0,8615.0,8620.0,9174.0,8222.0,7039.0,14451.0,88833.0
COOK,968.0,812.0,703.0,688.0,805.0,774.0,851.0,767.0,709.0,1932.0,9009.0
COWETA,7717.0,6983.0,7041.0,7477.0,8695.0,8993.0,8588.0,7550.0,6173.0,14028.0,83245.0
CRAWFORD,642.0,621.0,516.0,501.0,583.0,690.0,861.0,763.0,651.0,1597.0,7425.0
CRISP,1290.0,1110.0,1004.0,923.0,942.0,930.0,1056.0,1102.0,1073.0,2503.0,11933.0
DADE,964.0,873.0,804.0,744.0,775.0,809.0,959.0,962.0,858.0,2212.0,9960.0
DAWSON,1176.0,1086.0,933.0,954.0,1226.0,1309.0,1446.0,1398.0,1335.0,3553.0,14416.0
DECATUR,1711.0,1457.0,1289.0,1159.0,1302.0,1304.0,1491.0,1508.0,1334.0,3356.0,15911.0
DEKALB,42493.0,48436.0,50508.0,45503.0,45784.0,42653.0,42904.0,38465.0,33261.0,68172.0,458179.0
DODGE,923.0,933.0,835.0,762.0,975.0,964.0,974.0,1001.0,907.0,2484.0,10758.0
