COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,2.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,600.0,589.0,0.00,67.00,25.00,1289.0
ATKINSON,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,55.00,0.00,28.00,15.00,148.0
BACON,0.00,10.00,14.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,518.0,531.0,0.00,18.00,7.00,1101.0
BAKER,0.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,96.00,0.00,67.00,47.00,300.0
BALDWIN,0.00,8.00,15.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,4.00,4.00,0.00,930.0,1046.0,0.00,307.0,180.0,2499.0
BANKS,0.00,9.00,7.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,523.0,678.0,0.00,4.00,5.00,1231.0
BARROW,0.00,70.00,76.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,13.00,18.00,0.00,6.00,4.00,4.00,2137.0,2228.0,0.00,62.00,36.00,4661.0
BARTOW,0.00,110.0,141.0,0.00,7.00,6.00,0.00,0.00,1.00,0.00,11.00,12.00,0.00,5.00,4.00,0.00,3060.0,3410.0,0.00,66.00,53.00,6886.0
BEN HILL,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,235.0,245.0,0.00,88.00,49.00,624.0
BERRIEN,0.00,2.00,10.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,413.0,484.0,0.00,43.00,27.00,982.0
BIBB,0.00,41.00,41.00,0.00,5.00,4.00,0.00,0.00,2.00,0.00,3.00,2.00,0.00,8.00,6.00,0.00,3161.0,3162.0,0.00,1387.0,793.0,8615.0
BLECKLEY,0.00,2.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.0,303.0,0.00,47.00,17.00,628.0
BRANTLEY,0.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,446.0,467.0,0.00,9.00,4.00,933.0
BROOKS,0.00,11.00,12.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,353.0,378.0,0.00,112.0,51.00,924.0
BRYAN,1.00,43.00,41.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,6.00,6.00,0.00,2.00,3.00,0.00,1113.0,1161.0,0.00,60.00,39.00,2479.0
BULLOCH,0.00,25.00,38.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1424.0,1568.0,0.00,101.0,60.00,3226.0
BURKE,0.00,3.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,324.0,357.0,0.00,179.0,92.00,961.0
BUTTS,1.00,60.00,57.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,0.00,0.00,1031.0,1080.0,0.00,82.00,53.00,2380.0
