AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.69,0.97,0.58,1.89,1.09,3.04,1.63,1.96
25-29,0.63,0.87,0.51,1.41,0.79,2.25,1.22,1.57
30-34,0.75,1.57,0.67,1.14,1.51,3.59,1.80,2.58
35-39,1.64,2.51,1.07,1.54,1.95,5.26,2.50,3.87
40-44,2.06,3.81,1.70,3.06,3.22,7.38,3.29,5.62
45-49,2.59,5.05,2.22,3.58,4.12,10.00,4.19,7.68
50-54,2.80,6.77,3.15,5.08,6.50,13.53,5.91,10.62
55-59,3.12,9.57,3.57,8.12,7.45,17.82,7.31,14.41
60-64,4.05,13.70,4.49,7.51,8.19,23.15,10.21,19.44
65-OVER,4.87,17.03,5.84,10.73,11.77,30.76,15.86,26.75
TOTAL,2.27,5.90,1.81,3.97,3.86,14.52,4.77,10.66
