COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,2.08,2.86,0.00,4.76,0.00,0.00,0.00,0.00,0.00,1.47,1.72,0.00,0.00,0.00,0.00,13.83,15.65,0.00,5.57,2.80,12.15
ATKINSON,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,3.84,0.00,5.41,3.98,3.51
BACON,0.00,7.87,11.11,0.00,0.00,0.00,0.00,0.00,50.00,0.00,4.00,0.00,0.00,11.11,0.00,0.00,21.23,24.56,0.00,3.43,2.22,19.06
BAKER,0.00,16.67,16.67,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.73,18.97,0.00,11.90,10.90,14.06
BALDWIN,0.00,3.49,6.15,0.00,1.67,2.33,0.00,0.00,0.00,0.00,2.56,1.75,0.00,4.35,4.94,0.00,13.43,17.52,0.00,5.33,4.64,10.67
BANKS,0.00,6.08,4.19,0.00,16.67,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,11.40,16.08,0.00,4.82,4.95,12.97
BARROW,0.00,5.71,5.86,0.00,3.08,2.52,0.00,0.00,0.00,0.00,2.32,3.45,0.00,1.77,1.30,21.05,13.04,15.57,0.00,2.44,1.92,11.75
BARTOW,0.00,4.94,5.88,0.00,4.64,4.00,0.00,0.00,5.88,0.00,2.05,2.27,0.00,3.73,3.10,0.00,12.54,15.57,0.00,2.08,2.22,11.84
BEN HILL,0.00,3.80,4.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.08,0.00,0.00,0.00,0.00,7.77,9.41,0.00,4.46,3.88,6.80
BERRIEN,0.00,1.33,6.54,0.00,0.00,4.76,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,9.07,12.14,0.00,6.92,6.07,9.76
BIBB,0.00,2.77,2.67,0.00,1.62,1.59,0.00,0.00,10.53,0.00,0.95,0.85,0.00,2.26,1.72,0.00,14.07,16.75,0.00,4.87,4.12,9.17
