ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,32.09,32.89,0.00,32.52
2016 Primary,18.57,16.54,0.00,17.45
2016 Primary Runoff,8.94,9.10,0.00,9.02
2016 General,53.38,59.80,62.50,56.88
2018 Primary,11.56,11.60,0.00,11.57
2018 Primary Runoff,11.22,9.17,12.50,10.10
2018 General,48.48,53.58,50.00,51.26
