ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,39.35,40.27,0.00,39.82
2016 Primary,22.00,17.48,0.00,19.67
2016 Primary Runoff,6.81,6.75,0.00,6.78
2016 General,64.96,66.39,0.00,65.69
2018 Primary,17.22,13.21,0.00,15.19
2018 Primary Runoff,19.29,14.61,0.00,16.90
2018 General,61.60,63.65,100.0,62.66
