ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,36.51,43.63,0.00,40.22
2016 Primary,30.16,34.45,0.00,32.39
2016 Primary Runoff,5.90,4.80,0.00,5.33
2016 General,66.89,73.40,0.00,70.24
2018 Primary,39.05,40.43,0.00,39.77
2018 Primary Runoff,16.96,15.94,0.00,16.43
2018 General,63.75,69.29,0.00,66.67
