ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.09,45.00,0.00,42.64
2016 Primary,27.80,27.34,0.00,27.56
2016 Primary Runoff,12.37,12.30,0.00,12.34
2016 General,69.01,71.48,0.00,70.30
2018 Primary,23.97,22.24,0.00,23.06
2018 Primary Runoff,21.46,17.83,0.00,19.58
2018 General,67.26,68.43,0.00,67.82
