ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,43.08,43.32,100.0,43.25
2016 Primary,30.72,29.70,100.0,30.26
2016 Primary Runoff,14.46,13.78,100.0,14.19
2016 General,68.29,74.72,0.00,71.53
2018 Primary,22.57,22.46,0.00,22.49
2018 Primary Runoff,21.01,17.08,100.0,19.07
2018 General,66.33,71.98,100.0,69.24
