ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,44.29,47.07,20.00,45.69
2016 Primary,18.15,16.27,0.00,17.16
2016 Primary Runoff,17.13,14.46,0.00,15.73
2016 General,72.01,76.17,87.50,74.18
2018 Primary,21.44,20.99,12.50,21.19
2018 Primary Runoff,22.37,21.94,12.50,22.13
2018 General,65.38,67.18,55.56,66.29
