ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,41.56,44.23,0.00,42.91
2016 Primary,13.78,12.38,0.00,13.05
2016 Primary Runoff,12.34,10.35,0.00,11.32
2016 General,72.38,75.36,100.0,73.91
2018 Primary,17.33,15.87,0.00,16.57
2018 Primary Runoff,16.04,13.93,0.00,14.96
2018 General,64.12,66.59,50.00,65.37
