ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,44.73,48.26,40.00,46.56
2016 Primary,15.61,13.86,0.00,14.68
2016 Primary Runoff,15.81,12.98,0.00,14.31
2016 General,71.81,76.59,66.67,74.28
2018 Primary,20.57,21.48,0.00,21.01
2018 Primary Runoff,21.85,21.55,20.00,21.69
2018 General,65.62,67.50,80.00,66.62
