ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,42.27,43.40,100.0,42.89
2016 Primary,13.85,13.36,50.00,13.63
2016 Primary Runoff,14.44,12.96,100.0,13.71
2016 General,68.21,74.86,66.67,71.68
2018 Primary,18.09,22.15,33.33,20.23
2018 Primary Runoff,19.66,20.40,33.33,20.07
2018 General,62.63,65.96,50.00,64.35
