ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,14.29,31.05,25.23,50.00,29.17,40.89,24.45,35.90
2016 Primary,1.53,5.47,2.98,0.00,2.74,10.53,4.23,8.24
2016 Primary Runoff,1.53,1.03,0.43,0.00,1.37,8.62,2.84,5.88
2016 General,55.10,67.25,64.73,50.00,54.43,69.62,48.70,66.70
2018 Primary,4.52,15.27,4.58,0.00,12.09,13.51,8.33,12.66
2018 Primary Runoff,2.60,2.80,3.47,0.00,5.56,14.23,3.98,9.96
2018 General,45.51,61.74,51.16,46.15,50.00,57.00,44.47,56.20
