ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,46.15,45.89,0.00,46.01
2016 Primary,12.11,10.77,0.00,11.38
2016 Primary Runoff,15.30,12.56,0.00,13.82
2016 General,73.07,74.44,50.00,73.77
2018 Primary,22.97,22.10,0.00,22.49
2018 Primary Runoff,21.35,20.07,0.00,20.65
2018 General,68.19,71.11,0.00,69.71
