ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,25.83,32.51,0.00,29.64
2016 Primary,6.08,9.42,0.00,8.01
2016 Primary Runoff,2.88,2.03,0.00,2.38
2016 General,53.33,66.45,50.00,60.88
2018 Primary,10.04,15.88,10.00,13.38
2018 Primary Runoff,4.85,5.03,0.00,4.94
2018 General,47.89,59.01,23.08,54.10
