ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,44.73,50.30,33.33,47.50
2016 Primary,12.80,9.79,0.00,11.26
2016 Primary Runoff,12.80,12.01,0.00,12.38
2016 General,73.62,77.62,50.00,75.60
2018 Primary,19.66,21.29,0.00,20.45
2018 Primary Runoff,20.44,22.34,0.00,21.35
2018 General,69.86,73.49,33.33,71.62
