ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,7.89,27.83,28.89,33.33,16.13,42.37,17.16,35.82
2016 Primary,0.00,4.82,2.17,0.00,3.45,13.61,0.00,9.97
2016 Primary Runoff,0.00,0.69,2.22,0.00,6.90,12.36,0.51,8.42
2016 General,55.56,63.40,72.58,60.00,65.79,67.62,44.28,64.60
2018 Primary,3.90,18.14,3.09,16.67,3.77,18.06,7.73,16.14
2018 Primary Runoff,0.00,3.31,0.00,20.00,0.00,10.77,3.29,7.52
2018 General,39.76,64.22,50.52,50.00,67.16,55.13,34.63,55.58
