ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,33.03,36.18,50.00,34.75
2016 Primary,8.49,8.95,0.00,8.72
2016 Primary Runoff,6.84,5.57,0.00,6.15
2016 General,61.01,68.30,40.00,64.87
2018 Primary,12.84,14.79,0.00,13.88
2018 Primary Runoff,10.44,10.32,0.00,10.37
2018 General,52.35,56.68,50.00,54.65
