ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,45.50,45.74,50.00,45.64
2016 Primary,12.41,10.77,0.00,11.53
2016 Primary Runoff,11.76,7.59,0.00,9.57
2016 General,72.57,75.46,100.0,74.15
2018 Primary,17.10,17.34,0.00,17.21
2018 Primary Runoff,16.13,15.02,0.00,15.53
2018 General,64.57,67.77,75.00,66.25
