ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,42.86,40.27,31.58,0.00,30.77,53.10,20.55,49.05
2016 Primary,16.67,8.62,0.00,0.00,0.00,16.51,6.85,14.52
2016 Primary Runoff,6.67,2.16,0.00,0.00,7.69,17.19,5.48,13.87
2016 General,64.52,69.96,68.00,0.00,64.71,79.22,47.22,75.79
2018 Primary,17.95,25.00,10.26,0.00,5.26,26.72,6.25,24.70
2018 Primary Runoff,10.26,6.02,0.00,50.00,5.00,25.34,16.07,20.71
2018 General,57.78,72.66,60.47,66.67,61.90,73.14,45.45,71.01
