ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,34.42,38.67,12.50,36.77
2016 Primary,11.83,13.12,14.29,12.56
2016 Primary Runoff,4.79,4.18,0.00,4.44
2016 General,61.60,68.61,25.00,65.49
2018 Primary,17.34,20.04,16.67,18.81
2018 Primary Runoff,8.80,8.45,20.00,8.62
2018 General,53.20,62.39,50.00,58.20
