ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,37.72,38.58,0.00,38.12
2016 Primary,15.15,14.54,0.00,14.82
2016 Primary Runoff,13.77,12.76,16.67,13.26
2016 General,66.45,68.69,55.56,67.56
2018 Primary,17.74,18.41,0.00,18.06
2018 Primary Runoff,18.30,17.36,0.00,17.79
2018 General,62.26,65.09,50.00,63.66
