ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,33.00,35.57,40.00,34.39
2016 Primary,8.27,8.98,0.00,8.64
2016 Primary Runoff,4.04,3.43,0.00,3.71
2016 General,65.24,70.81,66.67,68.24
2018 Primary,16.24,20.92,0.00,18.72
2018 Primary Runoff,5.52,5.33,0.00,5.41
2018 General,61.02,67.78,66.67,64.67
