ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,34.39,37.16,33.33,35.90
2016 Primary,9.46,11.68,0.00,10.67
2016 Primary Runoff,6.64,4.11,0.00,5.26
2016 General,64.91,71.25,40.00,68.37
2018 Primary,16.40,20.02,0.00,18.36
2018 Primary Runoff,9.01,8.23,0.00,8.58
2018 General,59.85,65.32,50.00,62.81
