ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,16.67,34.06,44.44,0.00,16.67,46.26,22.33,43.83
2016 Primary,3.23,9.05,6.00,0.00,0.00,11.02,0.00,10.14
2016 Primary Runoff,6.67,0.00,2.00,0.00,4.35,10.44,0.49,9.14
2016 General,67.65,71.48,78.95,50.00,55.56,74.97,50.68,73.29
2018 Primary,12.77,22.06,11.11,0.00,3.57,16.72,7.18,16.36
2018 Primary Runoff,10.00,5.84,4.69,0.00,0.00,19.20,4.79,17.09
2018 General,39.62,67.75,57.33,55.56,64.86,67.10,42.21,65.38
