ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,26.32,37.44,35.82,0.00,33.33,47.74,21.31,43.91
2016 Primary,1.48,7.56,4.41,0.00,8.00,16.07,2.75,13.58
2016 Primary Runoff,1.50,2.67,7.35,0.00,6.00,17.06,1.10,13.92
2016 General,74.50,68.67,66.67,100.0,71.70,75.89,50.00,73.36
2018 Primary,7.24,19.11,11.54,50.00,14.04,21.77,5.56,19.53
2018 Primary Runoff,6.54,13.84,9.59,0.00,12.73,22.14,5.62,19.31
2018 General,66.87,65.53,59.77,100.0,65.00,66.86,43.72,65.20
