ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,29.67,34.50,50.00,32.30
2016 Primary,8.90,8.59,20.00,8.74
2016 Primary Runoff,3.55,2.44,0.00,2.95
2016 General,58.84,69.76,83.33,64.78
2018 Primary,14.83,16.28,25.00,15.63
2018 Primary Runoff,8.13,6.94,0.00,7.48
2018 General,52.93,61.51,66.67,57.58
