ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,46.45,49.84,0.00,48.15
2016 Primary,17.28,16.39,0.00,16.81
2016 Primary Runoff,15.14,16.48,0.00,15.81
2016 General,74.13,77.33,0.00,75.71
2018 Primary,21.30,23.35,0.00,22.33
2018 Primary Runoff,24.27,24.84,0.00,24.54
2018 General,68.19,70.69,33.33,69.42
