,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,#1 CHOKEE,63.97,65.06,0.0,64.39
1,#10 REDBONE,57.73,61.1,66.67,59.48
2,#2 SMITHVILLE,57.75,61.44,0.0,59.6
3,#3 CJC,65.7,67.6,0.0,66.46
4,#4 LEESBURG,53.69,57.8,33.33,55.89
5,#5 FRIENDSHIP BAPT.,56.45,57.01,50.0,56.73
6,#6 FIRST BAPTIST,63.45,65.36,42.86,64.4
7,#7 SDA CHURCH,65.08,67.5,50.0,66.31
8,#8 SOVEREIGN GRACE,50.67,54.7,0.0,52.72
9,#9 CENTURY FIRE STAT,54.07,56.97,0.0,55.61
10,99999,0.0,0.0,0.0,0.0
11,TOTAL,57.54,60.32,28.57,58.95
