AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,11482.0,17.0,790.0,871.0,1.0,107.0,81.0,0.0,5.0,5.0,2.0,242.0,176.0,0.0,110.0,100.0,14.0,3308.0,3006.0,2.0,1530.0,1115.0
30-34,9264.0,9.0,731.0,740.0,0.0,78.0,52.0,0.0,2.0,7.0,0.0,128.0,133.0,0.0,72.0,60.0,7.0,2586.0,2589.0,2.0,1256.0,812.0
35-39,7374.0,6.0,549.0,558.0,0.0,50.0,22.0,0.0,3.0,5.0,0.0,92.0,86.0,0.0,50.0,42.0,8.0,1944.0,2062.0,1.0,1126.0,770.0
40-44,5665.0,5.0,342.0,409.0,0.0,38.0,40.0,0.0,3.0,0.0,0.0,83.0,61.0,1.0,34.0,35.0,2.0,1456.0,1516.0,2.0,962.0,676.0
45-49,5023.0,4.0,295.0,305.0,1.0,28.0,29.0,0.0,0.0,2.0,0.0,57.0,47.0,0.0,32.0,32.0,3.0,1322.0,1365.0,1.0,874.0,626.0
50-54,4589.0,4.0,258.0,279.0,0.0,19.0,19.0,0.0,4.0,3.0,1.0,61.0,68.0,0.0,32.0,24.0,2.0,1201.0,1158.0,1.0,864.0,591.0
55-59,4710.0,0.0,256.0,240.0,0.0,25.0,14.0,0.0,1.0,1.0,1.0,57.0,48.0,0.0,40.0,34.0,0.0,1295.0,1128.0,2.0,929.0,639.0
60-64,4700.0,2.0,239.0,220.0,0.0,30.0,21.0,0.0,4.0,2.0,0.0,42.0,26.0,0.0,27.0,31.0,3.0,1447.0,1199.0,0.0,844.0,563.0
65-OVER,12904.0,8.0,559.0,469.0,0.0,28.0,35.0,0.0,3.0,2.0,0.0,64.0,58.0,0.0,66.0,53.0,3.0,5089.0,3810.0,1.0,1651.0,1005.0
TOTAL,65711.0,55.0,4019.0,4091.0,2.0,403.0,313.0,0.0,25.0,27.0,4.0,826.0,703.0,1.0,463.0,411.0,42.0,19648.0,17833.0,12.0,10036.0,6797.0
