PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
02 BRANDYWINE,55.24,57.48,79.17,56.51
03 BROWNS BRIDGE,59.53,61.04,68.75,60.3
04 CHESTATEE,59.75,59.18,70.0,59.48
05 COAL MOUNTAIN,58.76,61.54,65.0,60.22
06 CROSSROADS,56.78,60.51,81.82,58.74
07 CUMMING,52.51,53.09,63.64,52.87
08 MASHBURN,63.93,65.08,50.0,64.49
10 MIDWAY,62.14,63.04,60.42,62.6
15 HEARDSVILLE,61.03,61.68,60.0,61.36
16 OTWELL,58.77,60.55,52.78,59.69
19 OLD ATLANTA,60.93,61.04,60.0,60.98
21 SOUTH FORSYTH,62.52,63.17,51.06,62.81
25 WINDERMERE,64.6,62.2,75.86,63.4
27 CONCORD,62.22,62.89,78.26,62.6
29 POLO,60.31,61.55,58.33,60.95
88888,0.0,0.0,0.0,0.0
TOTAL,60.6,61.51,62.67,61.08
