AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,3721.0,3.0,152.0,102.0,0.0,37.0,19.0,0.0,1.0,1.0,1.0,76.0,43.0,0.0,5.0,5.0,2.0,1367.0,1177.0,1.0,485.0,244.0
30-34,4421.0,1.0,181.0,150.0,0.0,33.0,16.0,0.0,4.0,4.0,0.0,79.0,51.0,0.0,22.0,12.0,3.0,1680.0,1362.0,0.0,552.0,271.0
35-39,5321.0,3.0,252.0,195.0,0.0,27.0,33.0,0.0,5.0,1.0,1.0,61.0,57.0,0.0,18.0,9.0,2.0,1824.0,1555.0,0.0,840.0,438.0
40-44,5962.0,5.0,220.0,227.0,0.0,40.0,20.0,0.0,1.0,1.0,0.0,98.0,57.0,0.0,27.0,24.0,1.0,2043.0,1761.0,0.0,900.0,537.0
45-49,7460.0,1.0,249.0,229.0,1.0,35.0,23.0,0.0,3.0,1.0,0.0,85.0,88.0,0.0,26.0,14.0,1.0,2634.0,2402.0,0.0,1003.0,665.0
50-54,7295.0,1.0,216.0,204.0,1.0,30.0,20.0,0.0,0.0,1.0,0.0,83.0,67.0,0.0,20.0,10.0,1.0,2545.0,2519.0,1.0,949.0,627.0
55-59,6453.0,0.0,167.0,178.0,0.0,23.0,21.0,0.0,1.0,3.0,0.0,47.0,41.0,0.0,11.0,10.0,1.0,2354.0,2385.0,4.0,694.0,513.0
60-64,5221.0,0.0,141.0,121.0,0.0,23.0,25.0,0.0,2.0,2.0,0.0,22.0,38.0,0.0,14.0,7.0,2.0,2078.0,1959.0,0.0,464.0,323.0
65-OVER,10892.0,1.0,361.0,299.0,0.0,17.0,20.0,0.0,5.0,1.0,0.0,63.0,41.0,0.0,19.0,10.0,0.0,4674.0,4134.0,0.0,773.0,474.0
TOTAL,56746.0,15.0,1939.0,1705.0,2.0,265.0,197.0,0.0,22.0,15.0,2.0,614.0,483.0,0.0,162.0,101.0,13.0,21199.0,19254.0,6.0,6660.0,4092.0
