AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,19.35,30.95,20.41,0.0,32.0,37.53,26.1,33.48
30-34,7.14,41.21,30.0,0.0,42.86,44.57,32.23,41.97
35-39,22.22,47.86,37.5,0.0,25.81,53.66,35.62,49.68
40-44,39.13,53.07,33.33,0.0,28.57,60.51,37.76,55.88
45-49,51.61,60.61,62.07,50.0,60.0,62.96,46.67,61.17
50-54,36.36,63.75,56.41,0.0,75.0,67.35,40.84,64.44
55-59,33.33,64.28,57.14,100.0,35.0,71.53,51.53,67.87
60-64,28.57,70.72,61.11,0.0,56.25,74.11,51.16,71.85
65-OVER,38.78,68.77,38.89,66.67,53.85,73.9,53.88,71.81
TOTAL,31.46,55.13,42.52,33.33,41.55,63.8,40.18,59.28
