PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88888,0.0,inf,0.0,0.0,0.0,0.0,inf,100.0
CA,44.44,72.38,55.17,100.0,47.37,68.76,50.26,67.27
EL,55.88,68.23,41.49,75.0,47.37,67.22,48.06,65.28
GM,66.67,55.25,33.33,100.0,40.0,69.54,52.14,64.23
HA,36.36,67.63,46.34,50.0,65.0,64.81,46.29,63.78
L9,40.0,72.3,46.67,0.0,47.06,67.98,52.78,66.76
MG,48.15,67.4,51.85,0.0,38.46,67.48,49.69,65.71
PV,0.0,66.04,50.0,0.0,0.0,64.26,45.78,62.83
SK,63.64,56.02,40.0,0.0,42.86,67.85,44.68,63.44
U9,66.67,60.0,58.33,0.0,33.33,69.47,55.45,67.54
VP,25.0,62.72,0.0,50.0,100.0,63.24,46.81,61.63
WA,57.89,62.96,44.23,20.0,48.0,61.27,36.62,59.23
WH,40.0,60.0,62.5,0.0,54.55,69.74,55.0,67.04
TOTAL,50.61,64.62,46.9,41.67,48.11,66.88,48.12,64.75
