AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,48.48,33.87,24.54,0,62.71,54.31,0,60,77.78,42.86,54.15,45.9,60,61.88,50.87,67.57,62,56.72,50,41.97,28.21,49.93
25-29,11.76,33.8,24.34,0,36.45,40.74,0,80,20,0,46.69,42.61,0,36.36,30,42.86,44.71,41.85,0,35.23,24.84,38.1
30-34,33.33,37.89,26.76,0,48.72,40.38,0,50,28.57,0,42.19,29.32,0,44.44,38.33,71.43,45.51,45.96,0,46.18,31.16,42.02
35-39,50,45.17,35.13,0,46,50,0,33.33,60,0,45.65,45.35,0,42,45.24,100,54.73,51.41,0,50.44,32.21,48.2
40-44,60,46.78,39.61,0,73.68,52.5,0,33.33,0,0,59.04,49.18,100,41.18,48.57,0,63.26,57.72,50,55.09,38.46,54.25
45-49,25,39.32,37.38,100,57.14,62.07,0,0,50,0,52.63,51.06,0,71.88,34.38,33.33,66.19,66.15,0,62.47,47.44,59.27
50-54,75,50,40.86,0,63.16,68.42,0,75,33.33,100,54.1,60.29,0,56.25,45.83,50,68.61,67.44,0,63.43,51.27,61.8
55-59,0,49.61,33.75,0,52,71.43,0,0,0,0,63.16,50,0,55,41.18,0,72.12,69.77,50,68.57,53.99,64.35
60-64,50,52.3,51.36,0,60,66.67,0,50,50,0,61.9,53.85,0,59.26,58.06,66.67,75.6,77.23,0,71.09,58.79,70.23
65-OVER,25,53.13,53.94,0,50,68.57,0,100,100,0,59.38,55.17,0,59.09,52.83,66.67,75.79,79.9,0,71.84,68.06,73.66
TOTAL,38.64,41.83,33.28,50.0,53.79,53.15,0,60.0,50.0,36.36,52.18,45.47,66.67,54.79,45.43,63.29,62.18,60.11,21.43,54.9,41.54,54.62
