PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,23.08,48.56,45.45,100.0,50.0,65.87,26.14,55.5
02,100.0,66.12,0.0,0.0,100.0,68.06,40.62,65.77
03,100.0,53.43,0.0,0.0,0.0,64.71,13.27,56.16
04,42.86,56.4,25.0,0.0,50.0,72.23,21.18,60.04
05,100.0,48.74,50.0,0.0,100.0,75.35,27.78,67.21
06,0.0,59.04,100.0,50.0,50.0,68.38,23.19,63.9
07,0.0,56.97,0.0,0.0,100.0,76.02,31.43,63.47
08,0.0,55.5,100.0,0.0,100.0,76.03,0.0,60.37
09,0.0,43.31,0.0,0.0,100.0,67.61,24.14,60.05
10,50.0,52.01,0.0,0.0,33.33,65.16,22.37,53.82
11,0.0,47.06,0.0,0.0,100.0,67.72,42.31,62.2
12,0.0,60.37,0.0,100.0,100.0,61.11,22.22,58.37
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,41.38,53.62,40.74,42.86,66.67,68.79,23.6,59.61
