AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,42.86,0.00,39.29,50.00,50.00,36.66,22.43,35.23
25-29,0.00,33.33,22.73,0.00,0.00,37.76,19.35,35.32
30-34,33.33,0.00,16.67,0.00,50.00,44.18,20.34,41.29
35-39,0.00,33.33,14.29,0.00,40.00,47.40,43.06,46.26
40-44,50.00,41.67,36.36,66.67,33.33,56.16,36.59,54.38
45-49,44.44,66.67,66.67,0.00,100.0,63.12,38.10,61.27
50-54,50.00,33.33,62.50,50.00,0.00,65.54,37.93,63.32
55-59,40.00,80.00,73.68,0.00,50.00,69.27,50.00,68.04
60-64,0.00,25.00,66.67,50.00,88.89,72.46,53.33,71.13
65-OVER,50.00,60.00,41.67,50.00,83.33,76.98,65.33,76.17
TOTAL,37.21,40.00,42.05,40.00,52.00,63.82,43.46,61.84
