-,MALE,FEMALE,UNKNOWN
UNKNOWN,0.0,40.0,0.0
OTHER,0.0,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,33.33,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,57.35,58.54,0.0
BLACK,22.73,40.91,0.0
