-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,100,29.21,23.4,0,66.67,28.57,0,0,0,0,30,43.75,0,14.29,25,0,38.91,40.03,0,0,0,37.38
30-34,0,40.74,26.39,0,66.67,85.71,0,0,0,0,27.27,36.84,0,37.5,25,0,45.14,43.89,0,25,44.44,43.16
35-39,0,35.48,29.33,0,0,33.33,0,0,0,0,42.86,42.86,0,33.33,16.67,0,52.34,52.31,0,33.33,50.00,49.45
40-44,0,39.13,52,0,0,0,0,0,50,0,63.64,53.85,0,80,75,0,60.39,54.87,0,33.33,16.67,56.72
45-49,0,33.93,36.9,0,50,40,0,0,0,0,50,50,0,45.45,25,0,60.24,62.27,0,0,25.00,58.48
50-54,0,50.77,30,0,100,0,0,50,0,0,52.94,45.45,0,100,33.33,0,66.79,67.45,0,85.71,60.00,64.55
55-59,50,51.56,37.33,0,57.14,83.33,0,0,0,0,50,60,0,66.67,50,0,70.75,71.99,0,50,0,68.87
60-64,100,43.33,42.25,0,50,100,0,100,100,0,85.71,100,0,50,0,0,74.13,71.99,0,0,100.00,70.91
TOTAL,50.0,44.29,38.62,0,62.5,60.47,0,33.33,50.0,0,51.0,51.06,0,40.38,33.33,100.0,64.66,65.22,0,40.74,37.21,62.5
