-,MALE,FEMALE,UNKNOWN
UNKNOWN,18.65,24.38,0.0
OTHER,30.0,44.87,0.0
NATIVE-AM,0.0,25.0,0.0
HISP-LT,18.75,32.63,0.0
ASIA-PI,38.89,39.13,0.0
WHITE,37.1,43.04,0.0
BLACK,28.05,45.62,0.0
