PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
#1 CHOKEE,100.0,64.9,50.0,0.0,0.0,67.35,43.9,64.39
#10 REDBONE,45.71,65.58,39.02,57.14,63.64,61.71,29.92,59.48
#2 SMITHVILLE,0.0,55.27,100.0,0.0,100.0,65.17,34.78,59.6
#3 CJC,42.86,62.16,25.0,0.0,33.33,68.54,46.43,66.46
#4 LEESBURG,55.56,53.56,21.62,33.33,25.0,59.66,32.03,55.89
#5 FRIENDSHIP BAPT.,27.27,64.06,45.45,50.0,25.0,59.58,26.36,56.73
#6 FIRST BAPTIST,40.22,69.94,40.0,33.33,40.62,67.15,40.78,64.4
#7 SDA CHURCH,50.0,71.96,23.08,0.0,33.33,68.65,50.0,66.31
#8 SOVEREIGN GRACE,27.59,54.29,47.73,25.0,40.0,55.66,28.23,52.72
#9 CENTURY FIRE STAT,28.0,55.01,30.43,66.67,40.74,60.22,29.62,55.61
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,39.13,60.01,36.18,46.15,42.36,62.14,33.51,58.95
