-,MALE,FEMALE,UNKNOWN
UNKNOWN,11.11,41.67,0.0
OTHER,0.0,33.33,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,16.67,33.33,0.0
ASIA-PI,33.33,50.0,0.0
WHITE,41.18,40.44,0.0
BLACK,41.61,47.75,0.0
