,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,SALEM,0.0,85.41,0.0,0.0,100.0,74.51,45.45,81.28
1,REDBONE,36.36,68.32,35.48,33.33,69.57,67.98,41.57,65.86
2,TOWN,24.0,55.81,22.22,10.0,39.02,63.39,36.83,58.0
3,TOTAL,31.03,61.05,28.81,15.38,52.24,66.09,39.11,62.3
