PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,44.78,75.08,52.0,0.0,44.44,70.5,51.38,69.05
02,100.0,74.14,32.0,60.0,69.23,69.64,61.51,68.62
03,50.0,75.07,55.32,75.0,61.11,65.15,68.27,72.35
04,50.0,60.69,36.84,75.0,37.5,60.74,42.98,57.58
05,47.37,66.4,45.61,100.0,50.0,60.18,47.48,59.49
06,27.27,73.33,47.06,60.0,61.54,66.01,59.32,66.65
07,37.84,74.69,38.33,50.0,67.86,66.16,53.75,66.7
08,44.9,72.1,54.05,20.0,63.27,67.91,57.33,67.41
09,45.83,74.84,51.61,33.33,60.0,68.27,53.77,66.46
10,44.9,72.05,51.52,66.67,49.3,66.47,53.25,65.67
11,34.21,54.4,59.68,33.33,53.85,65.0,50.0,60.89
12,71.43,61.9,59.09,100.0,77.78,69.02,54.43,67.06
13,64.71,68.4,50.0,37.5,65.12,68.68,63.0,67.57
14,56.14,76.04,67.14,28.57,70.21,66.32,56.8,65.96
15,40.74,71.9,68.75,100.0,73.33,68.34,57.59,67.19
16,45.54,69.37,49.15,100.0,51.35,65.63,57.77,63.9
17,61.54,66.2,56.41,0.0,64.71,64.51,53.29,62.86
18,43.5,59.3,42.86,33.33,55.38,62.73,43.94,57.63
19,45.16,59.43,40.0,0.0,12.5,66.62,44.91,62.66
20,54.55,73.68,68.0,50.0,42.86,72.09,52.59,69.34
21,44.74,52.96,45.71,0.0,35.29,62.05,49.68,58.07
22,32.0,71.43,61.29,0.0,41.67,71.57,55.37,68.64
23,57.14,73.31,66.67,50.0,81.25,68.26,66.67,71.01
24,57.14,67.07,51.11,50.0,57.14,69.25,54.95,65.79
25,14.29,76.0,57.69,0.0,59.09,70.06,53.06,68.6
26,46.32,71.64,54.92,0.0,47.37,65.07,50.37,62.97
27,61.9,73.49,61.82,40.0,63.64,72.0,58.78,70.33
28,54.72,73.07,40.62,0.0,69.23,65.84,52.81,66.43
29,32.05,63.6,35.82,0.0,50.94,56.06,47.79,56.65
30,51.52,72.45,62.26,0.0,65.12,67.62,54.76,66.9
31,50.39,70.0,60.42,100.0,52.38,68.22,60.69,66.47
32,38.64,72.31,47.76,100.0,63.64,64.3,52.45,62.47
33,40.48,69.01,53.33,60.0,50.0,67.59,58.8,65.64
34,41.57,69.89,55.88,0.0,61.11,67.96,54.59,65.41
35,39.53,72.97,53.85,50.0,57.81,65.71,57.71,65.67
36,57.14,68.53,65.85,0.0,62.5,68.69,52.86,66.62
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,46.02,70.85,51.95,41.12,57.61,66.84,54.48,65.25
