,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,TATE CITY,0.0,0.0,100.0,0.0,0.0,62.5,0.0,63.41
1,MACEDONIA,27.27,20.0,33.33,25.0,63.64,65.05,59.9,64.38
2,88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,HIAWASSEE,54.55,66.67,44.0,33.33,50.0,66.09,50.99,65.11
4,99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,TOTAL,40.91,45.45,42.11,28.57,58.82,65.52,56.03,64.71
