-,MALE,FEMALE,UNKNOWN
UNKNOWN,23.08,42.86,0.0
OTHER,50.0,0.0,0.0
NATIVE-AM,100.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,31.07,39.68,0.0
BLACK,25.58,57.65,0.0
