AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,33.33,42.86,15.62,0,0,66.67,0,0,0,0,47.06,29.41,0,40,0,0,46.11,44.13,100,41.83,28.90,39.09
25-29,0,41.67,31.43,0,33.33,33.33,0,0,0,0,33.33,10,0,0,50,0,47.83,43.12,0,54.81,20.38,41.28
30-34,66.67,47.62,12.9,0,0,0,0,0,0,0,28.57,0,0,16.67,0,0,58.12,61.11,0,65.57,29.75,52.74
35-39,0,61.54,41.67,0,0,0,0,0,0,0,66.67,100,0,100,50,0,61.78,69.31,0,60.2,42.28,59.62
40-44,0,50,36,0,0,100,0,100,0,0,50,25,0,33.33,100,0,63.3,62.86,0,63.24,37.01,57.42
45-49,0,80,86.96,0,66.67,0,0,0,0,0,25,57.14,0,100,66.67,0,72.48,65.48,0,72.73,55.17,68.16
50-54,0,48.28,57.14,0,66.67,66.67,0,0,0,0,75,50,0,50,25,0,73.97,72.76,0,71.86,63.58,69.61
55-59,0,63.16,72.73,0,100,80,0,0,0,0,66.67,50,0,75,33.33,0,78.87,78.68,0,79,66.02,76.59
60-64,0,70.18,68.57,0,0,100,0,0,0,0,100,50,0,66.67,50,0,81.02,84.03,0,85.34,68.18,80.29
65-OVER,100,76.76,75.78,0,66.67,75,0,0,0,0,60,33.33,0,83.33,50,0,80.94,84.77,0,72.66,67.00,80.4
TOTAL,50.0,63.92,57.38,0,34.62,68.0,0,50.0,0.0,0,48.48,32.81,0,56.41,40.62,0.0,74.4,76.24,100.0,67.0,49.08,69.29
