,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,ARABI,33.33,54.46,50.0,0.0,0.0,62.78,25.0,60.08
1,CONEY,50.0,63.33,0.0,0.0,100.0,75.7,23.08,73.59
2,CORDELE,12.12,44.48,40.91,20.0,23.81,66.2,28.87,52.08
3,JAMESTOWN,100.0,68.89,60.0,50.0,0.0,72.03,37.14,70.73
4,LISTONIA,66.67,45.83,33.33,0.0,100.0,66.12,24.0,64.11
5,TOTAL,18.18,45.03,42.5,28.57,27.66,67.92,28.7,56.53
