PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,200.0,0.00,100.0
CATAULA,66.72,67.86,0.00,67.27
ELLERSLIE,65.40,65.17,66.67,65.28
GOODMAN,62.63,65.64,0.00,64.23
HAMILTON,61.68,65.63,100.0,63.78
LOWER 19TH,66.80,66.80,33.33,66.76
MULBERRY GROVE,67.03,64.44,75.00,65.71
PINE MOUNTAIN VALLEY,64.08,61.66,0.00,62.83
SKINNER,63.48,63.37,66.67,63.44
UPPER 19TH,67.53,67.67,33.33,67.54
VALLEY PLAINS,58.05,64.77,100.0,61.63
WAVERLY HALL,58.95,59.49,50.00,59.23
WHITESVILLE,67.77,66.38,0.00,67.04
TOTAL,64.53,64.96,54.17,64.75
