,PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0,88888,50.0,33.33,0.0,40.0
1,99999,0.0,0.0,0.0,0.0
2,TOTAL,3.12,11.11,0.0,4.88
