-,MALE,FEMALE,UNKNOWN
UNKNOWN,20.0,32.65,0.0
OTHER,100.0,100.0,0.0
NATIVE-AM,0.0,66.67,0.0
HISP-LT,0.0,25.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,49.3,57.62,0.0
BLACK,26.56,43.4,0.0
