AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,432.0,0.0,7.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,126.0,103.0,0.0,85.0,86.0
30-34,388.0,0.0,10.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,131.0,92.0,0.0,84.0,54.0
35-39,327.0,0.0,5.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,96.0,84.0,0.0,67.0,52.0
40-44,324.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,123.0,81.0,0.0,56.0,44.0
45-49,361.0,0.0,4.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,4.0,3.0,0.0,123.0,105.0,0.0,53.0,44.0
50-54,468.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,2.0,0.0,149.0,140.0,0.0,91.0,59.0
55-59,542.0,0.0,7.0,12.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,151.0,182.0,0.0,93.0,83.0
60-64,460.0,1.0,8.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,161.0,138.0,0.0,73.0,67.0
65-OVER,1117.0,0.0,13.0,17.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,2.0,2.0,0.0,395.0,373.0,0.0,171.0,128.0
TOTAL,4419.0,1.0,67.0,91.0,0.0,9.0,13.0,0.0,3.0,2.0,0.0,29.0,33.0,0.0,16.0,12.0,0.0,1455.0,1298.0,0.0,773.0,617.0
